"number_of_packets","mean_pl","var_pl","mean_iartime","var_iartime","max_length","min_length","perc_qosd","perc_qosnull","perc_other","perc_sent","perc_rec","type_of_traffic"
518,1323.94208494208,331382.093351157,0.0188123433268859,0.0531945056082154,1614,86,0.986486486486487,0.0115830115830116,0.00193050193050193,0.191119691119691,0.808880308880309,"Netflix"
14,225.214285714286,5700.64285714286,0.185048013923077,0.193834306325676,267,86,0.5,0.214285714285714,0.285714285714286,1,0,"Netflix"
844,1178.30924170616,423956.733437621,0.011655221207592,0.0103639555818294,1614,86,0.977488151658768,0.018957345971564,0.00355450236966825,0.291469194312796,0.708530805687204,"Netflix"
113,252.477876106195,64830.4481668774,0.0675709241964283,0.0527439200902302,1546,86,0.920353982300885,0.0442477876106195,0.0353982300884956,0.628318584070796,0.371681415929204,"Netflix"
869,1299.46260069045,348002.062251754,0.0101581996048387,0.0156674084670317,1614,86,0.986191024165708,0.0103567318757192,0.00345224395857307,0.210586881472957,0.789413118527043,"Netflix"
73,371.397260273973,136465.96499239,0.128052522333333,0.455119795708081,1374,86,0.917808219178082,0.0547945205479452,0.0273972602739726,0.602739726027397,0.397260273972603,"Netflix"
1139,1369.9174714662,287891.7049581,0.00778623636115995,0.015032262250254,1614,86,0.991220368744513,0.00438981562774363,0.00438981562774363,0.165057067603161,0.834942932396839,"Netflix"
363,919.38567493113,484527.005540082,0.0269784249060774,0.0511701350093509,1614,86,0.983471074380165,0.0137741046831956,0.00275482093663912,0.517906336088154,0.482093663911846,"Netflix"
17124,1202.57247138519,418613.58693354,0.000583388265782867,1.47732507703545e-05,1614,86,0.998131277738846,0.00145993926652651,0.000408782994627424,0.277622050922682,0.722377949077318,"Netflix"
19813,1238.2176853581,398530.891183275,0.000504471779779933,3.77211238567301e-06,1614,86,0.999697168525715,0.00020188764952304,0.00010094382476152,0.257810528440923,0.742189471559077,"Netflix"
8622,1132.44177684992,460527.88913954,0.000608056611645979,1.31101581075026e-05,1614,86,0.999188123405242,0.00034794711203897,0.000463929482718627,0.330549756437022,0.669450243562978,"Netflix"
23,152.95652173913,1540.77075098814,0.378487705227273,0.48922409307814,222,86,0.782608695652174,0.217391304347826,0,0.91304347826087,0.0869565217391304,"Netflix"
1308,922.358562691132,512137.103928154,0.00739148055470544,0.00753603156675157,1614,86,0.988532110091743,0.00611620795107034,0.00535168195718654,0.474006116207951,0.525993883792049,"Netflix"
1,86,0,0,0,86,86,0,1,0,1,0,"Netflix"
4733,1094.96513839003,463742.49815043,0.00209098824513948,0.000672063501842434,1614,86,0.996408197760406,0.00190154236213818,0.00169025987745616,0.360236636382844,0.639763363617156,"Netflix"
15645,1154.17008628955,448138.450549756,0.00063916899290463,4.1380569011715e-06,1614,86,0.999552572706935,0.000319590923617769,0.000127836369447108,0.313902205177373,0.686097794822627,"Netflix"
2043,1214.2422907489,412557.341364387,0.00480398628648382,0.00587898794859803,1614,86,0.993636808614782,0.00440528634361234,0.00195790504160548,0.274596182085169,0.725403817914831,"Netflix"
20428,1145.19448795771,454324.714657039,0.000469222975669457,5.0711581597029e-06,1614,86,0.997454474251028,0.00230076365772469,0.000244762091247308,0.318288623457999,0.681711376542001,"Netflix"
7381,1010.55548028722,503381.319855125,0.00127307235894309,0.000312508960804187,1614,86,0.998509687034277,0.000406448990651673,0.00108386397507113,0.413900555480287,0.586099444519713,"Netflix"
2,112,1352,0.399017717999982,0,138,86,0.5,0.5,0,1,0,"Netflix"
1282,958.094383775351,505926.104277567,0.00550605543169404,0.00486025721499291,1614,86,0.985959438377535,0.0109204368174727,0.0031201248049922,0.43213728549142,0.56786271450858,"Netflix"
24,256.958333333333,1330.12862318841,0.0173827721739154,0.00392017658516089,267,86,0.875,0.0416666666666667,0.0833333333333333,1,0,"Netflix"
1293,1118.01856148492,466010.447023626,0.00410465720046436,0.00533491237492185,1614,86,0.988399071925754,0.00696055684454756,0.00464037122969838,0.336426914153132,0.663573085846868,"Netflix"
21,192.52380952381,1889.4619047619,0.0505996934000052,0.0130325716324752,267,86,0.857142857142857,0.0476190476190476,0.0952380952380952,0.80952380952381,0.19047619047619,"Netflix"
2375,1155.67705263158,443484.944944974,0.00404982576242626,0.00946554650355218,1614,86,0.998315789473684,0.000842105263157895,0.000842105263157895,0.309473684210526,0.690526315789474,"Netflix"
5109,1058.26091211587,490112.822475362,0.000737759520360222,5.38100231733528e-05,1614,86,0.999217067919358,0.000391466040321002,0.000391466040321002,0.380700724212175,0.619299275787825,"Netflix"
15,213.066666666667,5154.49523809524,0.554351886142854,1.61847225405647,267,86,0.666666666666667,0.2,0.133333333333333,0.933333333333333,0.0666666666666667,"Netflix"
