"number_of_packets","mean_pl","var_pl","mean_iartime","var_iartime","max_length","min_length","perc_qosd","perc_qosnull","perc_other","perc_sent","perc_rec","type_of_traffic"
411,454.574209245742,251781.781674678,0.0243258427365854,0.0138341199494836,1614,86,0.922141119221411,0.0754257907542579,0.0024330900243309,0.591240875912409,0.408759124087591,"Web browsing"
1832,716.024563318777,353935.457069716,0.00518004688913162,0.00103377624439334,1510,86,0.926310043668122,0.0720524017467249,0.00163755458515284,0.393558951965066,0.606441048034934,"Web browsing"
1213,683.063478977741,377042.457188217,0.00807633430940594,0.00232639489931237,1614,86,0.981038746908491,0.0181368507831822,0.000824402308326463,0.491343775762572,0.508656224237428,"Web browsing"
1822,905.996158068057,416214.868189515,0.00541491917408018,0.00141996438771202,1614,86,0.99231613611416,0.00603732162458836,0.00164654226125137,0.380351262349067,0.619648737650933,"Web browsing"
993,648.675730110775,363817.650791427,0.00919341024798387,0.00227723273643027,1614,86,0.976837865055388,0.0201409869083585,0.00302114803625378,0.556898288016113,0.443101711983887,"Web browsing"
9,701,122968.75,0.0499739946249997,0.0156806626882537,921,86,0.888888888888889,0.111111111111111,0,0.888888888888889,0.111111111111111,"Web browsing"
24,309.958333333333,85563.5199275362,0.420263573608696,1.26090588427146,922,86,0.791666666666667,0.166666666666667,0.0416666666666667,0.791666666666667,0.208333333333333,"Web browsing"
24,176.833333333333,40815.5362318841,0.370300796695652,1.18915492267133,922,86,0.333333333333333,0.666666666666667,0,0.875,0.125,"Web browsing"
106,277.424528301887,149839.979964061,0.0463783682190475,0.0558093509355239,1506,86,0.69811320754717,0.30188679245283,0,0.716981132075472,0.283018867924528,"Web browsing"
30,197.1,23889.1275862069,0.0604605233448277,0.0390368975683247,922,86,0.933333333333333,0.0666666666666667,0,0.566666666666667,0.433333333333333,"Web browsing"
67,186.044776119403,12550.2858435097,0.105370056833333,0.0797163391161558,922,86,0.865671641791045,0.119402985074627,0.0149253731343284,0.611940298507463,0.388059701492537,"Web browsing"
30,177.9,48056.8517241379,0.0331788126551721,0.00924651732385343,922,86,0.366666666666667,0.633333333333333,0,0.9,0.1,"Web browsing"
34,164.411764705882,29706.3101604278,0.208157346575757,0.66413809124654,922,86,0.352941176470588,0.617647058823529,0.0294117647058824,0.852941176470588,0.147058823529412,"Web browsing"
1416,946.981638418079,494835.803196183,0.00471644626219081,0.00105328586300728,1614,86,0.992937853107345,0.00706214689265537,0,0.412429378531073,0.587570621468927,"Web browsing"
2223,783.015294646874,438208.488514843,0.00407689288343834,0.000977491345131309,1614,86,0.988753936122357,0.0107962213225371,0.000449842555105713,0.461538461538462,0.538461538461538,"Web browsing"
1084,870.238929889299,471048.551354717,0.00611113048845801,0.00223211226782232,1614,86,0.990774907749078,0.00645756457564576,0.00276752767527675,0.437269372693727,0.562730627306273,"Web browsing"
759,905.114624505929,458188.180775288,0.0111859507915567,0.00325404672010029,1614,86,0.984189723320158,0.0118577075098814,0.00395256916996047,0.408432147562582,0.591567852437418,"Web browsing"
744,729.286290322581,383066.718735076,0.0121707903741588,0.00928687214168908,1614,86,0.993279569892473,0.00672043010752688,0,0.463709677419355,0.536290322580645,"Web browsing"
13020,979.663440860215,510508.978047304,0.000762884801213612,0.000242641551700359,1614,86,0.999231950844854,0.000537634408602151,0.000230414746543779,0.418817204301075,0.581182795698925,"Web browsing"
