"mean_pl","var_pl","mean_iartime","var_iartime","max_length","min_length","num_qosd","num_qosnull","num_other","num_up","num_down","type_of_traffic"
2034.22853503185,1758483.81271603,0.00188133851446044,0.000729998960331749,3260,138,7850,0,0,2278,5572,"Web browsing"
1557.1846473029,1822452.05523158,0.030879051975052,0.0272670759330869,3143,138,479,0,3,178,304,"Web browsing"
459.179775280899,289266.916650797,0.0843084915254237,0.0583260314722059,2817,150,177,0,1,105,73,"Web browsing"
1286.13319838057,1489291.64567749,0.00592934791413528,0.00143627979433716,3230,138,2465,0,5,990,1480,"Web browsing"
1652.67633587786,1906626.66572356,0.0225644587155963,0.0161682577680466,3200,86,651,3,1,238,417,"Web browsing"
874.719806763285,1468877.09586792,0.0697298689320389,0.0663707981744076,3116,86,181,24,2,110,97,"Web browsing"
205.1,18748.4927374302,0.0807006089385475,0.0651252634962172,1716,86,168,4,8,104,76,"Web browsing"
364.858757062147,106836.065164355,0.0738761534090909,0.0310624103435137,1484,138,163,0,14,110,67,"Web browsing"
404.153846153846,275875.490660775,0.0175756109660574,0.00291278499392428,2710,150,767,0,0,411,356,"Web browsing"
1927.15514018692,1877541.30612416,0.0135077502338634,0.00931308822440668,3232,138,1066,0,4,310,760,"Web browsing"
214.988235294118,3057.15462184874,0.164253773809524,0.191574606169985,314,150,85,0,0,54,31,"Web browsing"
281.049586776859,47829.8308539945,0.119805925,0.0935990897132292,1745,138,116,0,5,68,53,"Web browsing"
190.822033898305,2523.65181805012,0.124591521367521,0.115443193203458,268,138,117,0,1,67,51,"Web browsing"
304.636363636364,116613.966666667,0.118020366666667,0.125264931605697,2369,138,121,0,0,72,49,"Web browsing"
1238.37951807229,1806416.87933552,0.0881414545454546,0.103070986519993,3116,150,166,0,0,64,102,"Web browsing"
1198.81777777778,1887161.65861111,0.0662034374999999,0.0680674505419059,3116,86,213,4,8,95,130,"Web browsing"
1180.59090909091,1808051.66025974,0.0783807999999999,0.082804981172804,3116,138,176,0,0,73,103,"Web browsing"
1158.01652892562,1708650.92088749,0.0585077842323651,0.0382766408585701,3116,150,238,0,4,99,143,"Web browsing"
1106.12418300654,1761213.6752666,0.0948749342105261,0.0951495352651876,3116,138,153,0,0,69,84,"Web browsing"
954.772853185596,1330112.67603878,0.0358470444444443,0.0201050457907725,3116,138,357,0,4,180,181,"Web browsing"
220.492753623188,3827.13597612958,0.200395779411765,0.233759526552232,447,140,67,0,2,46,23,"Web browsing"
284.697674418605,125253.178112175,0.169892,0.176497887832593,2367,138,86,0,0,50,36,"Web browsing"
203.271739130435,3219.7605112279,0.153734901098901,0.155559564203824,383,138,92,0,0,55,37,"Web browsing"
219.666666666667,3008.13333333333,0.208399046153847,0.272082301726036,268,138,66,0,0,42,24,"Web browsing"
570.677165354331,632012.330148455,0.055547233201581,0.0377498434762114,3156,138,251,0,3,150,104,"Web browsing"
1975.64202586207,1235196.21608212,0.00304427678378962,0.000581594051665086,3256,86,4536,96,8,1180,3460,"Web browsing"
918.636363636364,1226919.51272727,0.0770831028571427,0.0794400017368862,2716,138,176,0,0,79,97,"Web browsing"
261.978723404255,19342.4941660947,0.141416419354839,0.0930077287109424,730,138,90,0,4,56,38,"Web browsing"
231.276315789474,7411.37596491228,0.18443896,0.131701587099554,551,138,75,0,1,48,28,"Web browsing"
358.669724770642,286469.85287122,0.124210064814815,0.0730864665162669,2716,138,109,0,0,63,46,"Web browsing"
385.329113924051,221259.044141513,0.172222269230769,0.154736170530197,3093,138,79,0,0,42,37,"Web browsing"
290.965517241379,84514.0104250201,0.161719918604651,0.15071640831683,2716,150,87,0,0,43,44,"Web browsing"
219.220779220779,3441.56903622693,0.187491960526316,0.107738484646173,415,138,77,0,0,46,31,"Web browsing"
331.342342342342,214838.445372645,0.120822372727273,0.111224483988531,3210,138,107,0,4,69,42,"Web browsing"
219.859375,3056.0910218254,0.199838761904763,0.20636441190334,271,138,64,0,0,42,22,"Web browsing"
389.831081081081,147420.209367531,0.0912522244897961,0.0442332497276831,3156,138,144,0,4,63,85,"Web browsing"
848.948356807512,1254312.31335814,0.0636974764150944,0.0622869141764547,3186,138,213,0,0,103,110,"Web browsing"
306.942148760331,167681.388292011,0.112802875,0.122515112838817,2737,138,120,0,1,75,46,"Web browsing"
1210.62852112676,1312698.57957312,0.0236049541446208,0.0171790522259619,3192,86,552,6,10,233,335,"Web browsing"
694.762931034483,786264.142381023,0.0320377170626349,0.0212111450143117,3176,138,464,0,0,200,264,"Web browsing"
346.885714285714,347470.998357964,0.0808518045977012,0.0426779412603321,3140,86,162,5,8,101,74,"Web browsing"
468.493975903614,222326.493902884,0.0880810727272726,0.0628949127208869,2368,138,162,0,4,103,63,"Web browsing"
964.748201438849,1194556.86055632,0.0501430577617329,0.0349614972325914,2716,138,278,0,0,116,162,"Web browsing"
291.11961722488,110256.576969084,0.0699209855769234,0.0255588441940429,3140,138,205,0,4,118,91,"Web browsing"
736.210743801653,887072.133826,0.0577461950207469,0.0321079068331233,2824,150,242,0,0,107,135,"Web browsing"
221.872611464968,46354.4452065981,0.0926764551282053,0.0499549736944936,2368,86,129,22,6,98,59,"Web browsing"
317.946902654867,166406.550726928,0.125314901785715,0.139345262711691,3116,138,113,0,0,66,47,"Web browsing"
1796,1833052.2027027,0.0319992387387388,0.0276242075885746,3116,138,431,0,14,153,292,"Web browsing"
416.721428571429,341823.698818088,0.100003762589928,0.112468599274043,3116,150,140,0,0,80,60,"Web browsing"
