"No.","Time","Source","Destination","Length","RSSI","Protocol","Info"
"100528","1049.720694","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-29 dBm","802.11","QoS Data, SN=2648, FN=0, Flags=.p.....TC"
"100530","1049.721588","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=908, FN=0, Flags=.p....F.C"
"100532","1049.722626","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-61 dBm","802.11","QoS Data, SN=2947, FN=0, Flags=.p.....TC"
"100534","1049.724007","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=690, FN=0, Flags=.p....F.C"
"100541","1049.767548","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-29 dBm","802.11","QoS Data, SN=2649, FN=0, Flags=.p.....TC"
"100543","1049.768703","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-49 dBm","802.11","QoS Data, SN=909, FN=0, Flags=.p....F.C"
"100968","1054.001657","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-29 dBm","802.11","QoS Data, SN=2650, FN=0, Flags=.p.....TC"
"100974","1054.003714","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=691, FN=0, Flags=.p....F.C"
"100981","1054.048379","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-29 dBm","802.11","QoS Data, SN=2651, FN=0, Flags=.p.....TC"
"101058","1054.735831","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-29 dBm","802.11","QoS Data, SN=2652, FN=0, Flags=.p.....TC"
"101060","1054.737400","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=921, FN=0, Flags=.p....F.C"
"101062","1054.738637","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-61 dBm","802.11","QoS Data, SN=2962, FN=0, Flags=.p.....TC"
"101064","1054.739529","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=692, FN=0, Flags=.p....F.C"
"101069","1054.782614","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-29 dBm","802.11","QoS Data, SN=2653, FN=0, Flags=.p.....TC"
"101071","1054.783119","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-49 dBm","802.11","QoS Data, SN=922, FN=0, Flags=.p....F.C"
"101249","1057.605674","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","225","-29 dBm","802.11","QoS Data, SN=2654, FN=0, Flags=.p.....TC"
"101251","1057.612853","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=693, FN=0, Flags=.p....F.C"
"101271","1057.735965","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","230","-49 dBm","802.11","QoS Data, SN=694, FN=0, Flags=.p....F.C"
"101276","1057.785292","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2655, FN=0, Flags=.p.....TC"
"101365","1059.016481","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-29 dBm","802.11","QoS Data, SN=2656, FN=0, Flags=.p.....TC"
"101367","1059.018646","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=695, FN=0, Flags=.p....F.C"
"101373","1059.063282","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-29 dBm","802.11","QoS Data, SN=2657, FN=0, Flags=.p.....TC"
"101412","1059.750890","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-29 dBm","802.11","QoS Data, SN=2658, FN=0, Flags=.p.....TC"
"101414","1059.751906","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=927, FN=0, Flags=.p....F.C"
"101416","1059.753211","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-61 dBm","802.11","QoS Data, SN=2966, FN=0, Flags=.p.....TC"
"101418","1059.754026","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=696, FN=0, Flags=.p....F.C"
"101424","1059.797698","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-29 dBm","802.11","QoS Data, SN=2659, FN=0, Flags=.p.....TC"
"101426","1059.798865","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-49 dBm","802.11","QoS Data, SN=928, FN=0, Flags=.p....F.C"
"101674","1063.578006","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","535","-49 dBm","802.11","QoS Data, SN=697, FN=0, Flags=.p....F.C"
"101679","1063.625381","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2660, FN=0, Flags=.p.....TC"
"101701","1064.031981","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-29 dBm","802.11","QoS Data, SN=2661, FN=0, Flags=.p.....TC"
"101703","1064.034150","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=698, FN=0, Flags=.p....F.C"
"101710","1064.078377","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-29 dBm","802.11","QoS Data, SN=2662, FN=0, Flags=.p.....TC"
"101760","1064.766043","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-29 dBm","802.11","QoS Data, SN=2663, FN=0, Flags=.p.....TC"
"101762","1064.766832","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=933, FN=0, Flags=.p....F.C"
"101765","1064.767970","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=933, FN=0, Flags=.p..R.F.C"
"101767","1064.769624","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-61 dBm","802.11","QoS Data, SN=2970, FN=0, Flags=.p.....TC"
"101769","1064.770070","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=699, FN=0, Flags=.p....F.C"
"101772","1064.771287","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=699, FN=0, Flags=.p..R.F.C"
"101785","1064.814934","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-29 dBm","802.11","QoS Data, SN=2664, FN=0, Flags=.p.....TC"
"101787","1064.816102","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-49 dBm","802.11","QoS Data, SN=936, FN=0, Flags=.p....F.C"
"101970","1067.749852","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","151","-29 dBm","802.11","QoS Data, SN=2665, FN=0, Flags=.p.....TC"
"101972","1067.757749","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=700, FN=0, Flags=.p....F.C"
"102091","1069.049353","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-29 dBm","802.11","QoS Data, SN=2666, FN=0, Flags=.p.....TC"
"102093","1069.051315","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=701, FN=0, Flags=.p....F.C"
"102097","1069.093491","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-29 dBm","802.11","QoS Data, SN=2667, FN=0, Flags=.p.....TC"
"102149","1069.780816","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-29 dBm","802.11","QoS Data, SN=2668, FN=0, Flags=.p.....TC"
"102151","1069.781783","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=943, FN=0, Flags=.p....F.C"
"102153","1069.783025","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-61 dBm","802.11","QoS Data, SN=2980, FN=0, Flags=.p.....TC"
"102155","1069.783948","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=702, FN=0, Flags=.p....F.C"
"102160","1069.827678","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-29 dBm","802.11","QoS Data, SN=2669, FN=0, Flags=.p.....TC"
"102163","1069.828197","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-49 dBm","802.11","QoS Data, SN=944, FN=0, Flags=.p....F.C"
"102315","1072.058639","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","278","-49 dBm","802.11","QoS Data, SN=703, FN=0, Flags=.p....F.C"
"102320","1072.067766","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","245","-29 dBm","802.11","QoS Data, SN=2670, FN=0, Flags=.p.....TC"
"102322","1072.074177","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=704, FN=0, Flags=.p....F.C"
"102424","1073.577829","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","415","-30 dBm","802.11","QoS Data, SN=2671, FN=0, Flags=.p.....TC"
"102431","1073.657169","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=705, FN=0, Flags=.p....F.C"
"102462","1074.061752","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-29 dBm","802.11","QoS Data, SN=2672, FN=0, Flags=.p.....TC"
"102465","1074.066661","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=706, FN=0, Flags=.p....F.C"
"102469","1074.108566","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-29 dBm","802.11","QoS Data, SN=2673, FN=0, Flags=.p.....TC"
"102555","1074.561818","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","174","-29 dBm","802.11","QoS Data, SN=369, FN=0, Flags=.p.....TC"
"102563","1074.588529","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","182","-49 dBm","802.11","QoS Data, SN=707, FN=0, Flags=.p....F.C"
"102574","1074.639853","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=370, FN=0, Flags=.p.....TC"
"102587","1074.787172","Google_73:3c:d4","a4:42:3b:d2:f7:08","146","-61 dBm","802.11","QoS Data, SN=2985, FN=0, Flags=.p.....TC"
"102589","1074.788285","Google_73:3c:d4","a4:42:3b:d2:f7:08","146","-49 dBm","802.11","QoS Data, SN=1174, FN=0, Flags=.p....F.C"
"102593","1074.789233","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","138","-29 dBm","802.11","QoS Data, SN=2674, FN=0, Flags=.p.....TC"
"102595","1074.789301","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","138","-49 dBm","802.11","QoS Data, SN=871, FN=0, Flags=.p....F.C"
"102599","1074.796191","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-29 dBm","802.11","QoS Data, SN=2675, FN=0, Flags=.p.....TC"
"102601","1074.796719","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=949, FN=0, Flags=.p....F.C"
"102603","1074.797624","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-61 dBm","802.11","QoS Data, SN=2986, FN=0, Flags=.p.....TC"
"102605","1074.798988","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=708, FN=0, Flags=.p....F.C"
"102616","1074.842926","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-30 dBm","802.11","QoS Data, SN=2676, FN=0, Flags=.p.....TC"
"102620","1074.843718","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-49 dBm","802.11","QoS Data, SN=950, FN=0, Flags=.p....F.C"
"102660","1075.594131","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","225","-29 dBm","802.11","QoS Data, SN=2677, FN=0, Flags=.p.....TC"
"102663","1075.602756","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=709, FN=0, Flags=.p....F.C"
"102674","1075.722991","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","230","-49 dBm","802.11","QoS Data, SN=710, FN=0, Flags=.p....F.C"
"102679","1075.764634","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2678, FN=0, Flags=.p.....TC"
"102927","1079.079976","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=711, FN=0, Flags=.p....F.C"
"102934","1079.123610","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-29 dBm","802.11","QoS Data, SN=2680, FN=0, Flags=.p.....TC"
"102967","1079.596401","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","174","-29 dBm","802.11","QoS Data, SN=371, FN=0, Flags=.p.....TC"
"102975","1079.665598","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=712, FN=0, Flags=.p....F.C"
"102993","1079.813246","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-29 dBm","802.11","QoS Data, SN=2681, FN=0, Flags=.p.....TC"
"102995","1079.814211","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=958, FN=0, Flags=.p....F.C"
"102997","1079.815816","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-61 dBm","802.11","QoS Data, SN=2992, FN=0, Flags=.p.....TC"
"102999","1079.816423","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=713, FN=0, Flags=.p....F.C"
"103008","1079.861153","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-30 dBm","802.11","QoS Data, SN=2682, FN=0, Flags=.p.....TC"
"103010","1079.862423","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-49 dBm","802.11","QoS Data, SN=959, FN=0, Flags=.p....F.C"
"103318","1084.094350","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-29 dBm","802.11","QoS Data, SN=2683, FN=0, Flags=.p.....TC"
"103319","1084.096824","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=714, FN=0, Flags=.p....F.C"
"103323","1084.141023","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-29 dBm","802.11","QoS Data, SN=2684, FN=0, Flags=.p.....TC"
"103373","1084.828460","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-29 dBm","802.11","QoS Data, SN=2685, FN=0, Flags=.p.....TC"
"103375","1084.828766","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=965, FN=0, Flags=.p....F.C"
"103377","1084.829779","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-60 dBm","802.11","QoS Data, SN=2998, FN=0, Flags=.p.....TC"
"103379","1084.831093","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=715, FN=0, Flags=.p....F.C"
"103385","1084.875252","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-29 dBm","802.11","QoS Data, SN=2686, FN=0, Flags=.p.....TC"
"103387","1084.875686","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-49 dBm","802.11","QoS Data, SN=966, FN=0, Flags=.p....F.C"
"103580","1087.674393","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","197","-49 dBm","802.11","QoS Data, SN=716, FN=0, Flags=.p....F.C"
"103582","1087.675529","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=717, FN=0, Flags=.p....F.C"
"103586","1087.675633","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2687, FN=0, Flags=.p.....TC"
"103590","1087.675927","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2688, FN=0, Flags=.p.....TC"
"103593","1087.681902","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=718, FN=0, Flags=.p....F.C"
"103700","1089.100999","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-29 dBm","802.11","QoS Data, SN=2689, FN=0, Flags=.p.....TC"
"103702","1089.103474","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=719, FN=0, Flags=.p....F.C"
"103708","1089.147709","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-29 dBm","802.11","QoS Data, SN=2690, FN=0, Flags=.p.....TC"
"103756","1089.835913","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-29 dBm","802.11","QoS Data, SN=2691, FN=0, Flags=.p.....TC"
"103758","1089.836811","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=971, FN=0, Flags=.p....F.C"
"103760","1089.838284","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-61 dBm","802.11","QoS Data, SN=3003, FN=0, Flags=.p.....TC"
"103762","1089.839031","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=720, FN=0, Flags=.p....F.C"
"103768","1089.882052","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-29 dBm","802.11","QoS Data, SN=2692, FN=0, Flags=.p.....TC"
"103772","1089.882660","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-49 dBm","802.11","QoS Data, SN=972, FN=0, Flags=.p....F.C"
"103884","1091.429296","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","335","-30 dBm","802.11","QoS Data, SN=2693, FN=0, Flags=.p.....TC"
"103887","1091.466512","","a4:42:3b:d2:f7:08","329","-49 dBm","802.11","QoS Data, SN=721, FN=0, Flags=.p....F.C"
"103895","1091.522498","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2694, FN=0, Flags=.p.....TC"
"103920","1091.851382","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","219","-30 dBm","802.11","QoS Data, SN=2695, FN=0, Flags=.p.....TC"
"103927","1091.886319","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","227","-49 dBm","802.11","QoS Data, SN=722, FN=0, Flags=.p....F.C"
"103931","1091.928674","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2696, FN=0, Flags=.p.....TC"
"103965","1092.272457","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","151","-30 dBm","802.11","QoS Data, SN=2697, FN=0, Flags=.p.....TC"
"103967","1092.278595","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=723, FN=0, Flags=.p....F.C"
"104015","1092.881025","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=1175, FN=0, Flags=.p....F.C"
"104019","1092.881632","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","138","-29 dBm","802.11","QoS Data, SN=2698, FN=0, Flags=.p.....TC"
"104116","1094.116045","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-29 dBm","802.11","QoS Data, SN=2699, FN=0, Flags=.p.....TC"
"104118","1094.118828","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=724, FN=0, Flags=.p....F.C"
"104126","1094.162855","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-29 dBm","802.11","QoS Data, SN=2700, FN=0, Flags=.p.....TC"
"104153","1094.542107","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=1176, FN=0, Flags=.p....F.C"
"104158","1094.543544","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","138","-29 dBm","802.11","QoS Data, SN=2701, FN=0, Flags=.p..R..TC"
"104162","1094.546679","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","138","-29 dBm","802.11","QoS Data, SN=2701, FN=0, Flags=.p..R..TC"
"104192","1094.853691","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=979, FN=0, Flags=.p....F.C"
"104194","1094.854972","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-61 dBm","802.11","QoS Data, SN=3013, FN=0, Flags=.p.....TC"
"104196","1094.855965","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=725, FN=0, Flags=.p....F.C"
"104204","1094.897134","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-29 dBm","802.11","QoS Data, SN=2703, FN=0, Flags=.p.....TC"
"104206","1094.897576","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-49 dBm","802.11","QoS Data, SN=980, FN=0, Flags=.p....F.C"
"104317","1096.585202","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","225","-29 dBm","802.11","QoS Data, SN=2704, FN=0, Flags=.p.....TC"
"104321","1096.594213","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=726, FN=0, Flags=.p....F.C"
"104336","1096.713582","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","230","-49 dBm","802.11","QoS Data, SN=727, FN=0, Flags=.p....F.C"
"104342","1096.756004","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2705, FN=0, Flags=.p.....TC"
"104490","1099.131121","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-29 dBm","802.11","QoS Data, SN=2706, FN=0, Flags=.p.....TC"
"104492","1099.134179","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=728, FN=0, Flags=.p....F.C"
"104501","1099.178137","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-29 dBm","802.11","QoS Data, SN=2707, FN=0, Flags=.p.....TC"
"104538","1099.834656","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","776","-49 dBm","802.11","QoS Data, SN=729, FN=0, Flags=.p....F.C"
"104541","1099.835955","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","776","-49 dBm","802.11","QoS Data, SN=729, FN=0, Flags=.p..R.F.C"
"104545","1099.866876","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-49 dBm","802.11","QoS Data, SN=984, FN=0, Flags=.p....F.C"
"104547","1099.871071","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-49 dBm","802.11","QoS Data, SN=730, FN=0, Flags=.p....F.C"
"104552","1099.880728","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2709, FN=0, Flags=.p.....TC"
"104556","1099.911991","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-29 dBm","802.11","QoS Data, SN=2710, FN=0, Flags=.p.....TC"
"104558","1099.913030","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-49 dBm","802.11","QoS Data, SN=985, FN=0, Flags=.p....F.C"
"104563","1099.932764","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","260","-29 dBm","802.11","QoS Data, SN=2711, FN=0, Flags=.p.....TC"
"104565","1099.937615","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=731, FN=0, Flags=.p....F.C"
"104572","1099.993720","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","225","-29 dBm","802.11","QoS Data, SN=2712, FN=0, Flags=.p.....TC"
"104576","1099.997777","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","185","-29 dBm","802.11","QoS Data, SN=2713, FN=0, Flags=.p.....TC"
"104578","1099.999465","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=732, FN=0, Flags=.p....F.C"
"104580","1100.007382","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","209","-49 dBm","802.11","QoS Data, SN=733, FN=0, Flags=.p....F.C"
"104584","1100.008443","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-29 dBm","802.11","QoS Data, SN=2714, FN=0, Flags=.p.....TC"
"104586","1100.015977","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","170","-49 dBm","802.11","QoS Data, SN=734, FN=0, Flags=.p....F.C"
"104590","1100.016439","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2715, FN=0, Flags=.p.....TC"
"104594","1100.016624","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","667","-29 dBm","802.11","QoS Data, SN=2716, FN=0, Flags=.p.....TC"
"104599","1100.025610","","a4:42:3b:d2:f7:08","246","-49 dBm","802.11","QoS Data, SN=735, FN=0, Flags=.p....F.C"
"104601","1100.026741","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","370","-49 dBm","802.11","QoS Data, SN=736, FN=0, Flags=.p....F.C"
"104605","1100.027186","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","214","-29 dBm","802.11","QoS Data, SN=2717, FN=0, Flags=.p.....TC"
"104609","1100.027465","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","250","-29 dBm","802.11","QoS Data, SN=2718, FN=0, Flags=.p.....TC"
"104610","1100.027477","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","607","-29 dBm","802.11","QoS Data, SN=2719, FN=0, Flags=.p.....TC"
"104612","1100.033069","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=737, FN=0, Flags=.p....F.C"
"104614","1100.034001","","a4:42:3b:d2:f7:08","246","-49 dBm","802.11","QoS Data, SN=738, FN=0, Flags=.p....F.C"
"104616","1100.035401","","a4:42:3b:d2:f7:08","588","-49 dBm","802.11","QoS Data, SN=739, FN=0, Flags=.p....F.C"
"104620","1100.035863","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2720, FN=0, Flags=.p.....TC"
"104624","1100.036061","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-29 dBm","802.11","QoS Data, SN=2721, FN=0, Flags=.p.....TC"
"104626","1100.041636","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-49 dBm","802.11","QoS Data, SN=740, FN=0, Flags=.p....F.C"
"104638","1100.124849","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","991","-49 dBm","802.11","QoS Data, SN=741, FN=0, Flags=.p....F.C"
"104645","1100.182816","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=2722, FN=0, Flags=.p.....TC"
"104648","1100.210346","","a4:42:3b:d2:f7:08","2148","-49 dBm","802.11","QoS Data, SN=742, FN=0, Flags=.p....F.C"
"104649","1100.210667","","a4:42:3b:d2:f7:08","3020","-49 dBm","802.11","QoS Data, SN=743, FN=0, Flags=.p....F.C"
"104650","1100.210680","","a4:42:3b:d2:f7:08","3020","-49 dBm","802.11","QoS Data, SN=744, FN=0, Flags=.p....F.C"
"104651","1100.210696","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1550","-49 dBm","802.11","QoS Data, SN=745, FN=0, Flags=.p....F.C"
