"No.","Time","Source","Destination","Length","RSSI","Protocol","Info"
"56","0.940385","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-28 dBm","802.11","QoS Data, SN=428, FN=0, Flags=.p.....TC"
"58","0.942980","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-50 dBm","802.11","QoS Data, SN=2254, FN=0, Flags=.p....F.C"
"65","0.987005","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-28 dBm","802.11","QoS Data, SN=429, FN=0, Flags=.p.....TC"
"96","1.549739","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-28 dBm","802.11","QoS Data, SN=430, FN=0, Flags=.p.....TC"
"98","1.550494","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-52 dBm","802.11","QoS Data, SN=3396, FN=0, Flags=.p....F.C"
"100","1.551532","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-66 dBm","802.11","QoS Data, SN=1302, FN=0, Flags=.p.....TC"
"102","1.552599","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-50 dBm","802.11","QoS Data, SN=2255, FN=0, Flags=.p....F.C"
"109","1.596376","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-28 dBm","802.11","QoS Data, SN=431, FN=0, Flags=.p.....TC"
"111","1.597693","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-54 dBm","802.11","QoS Data, SN=3397, FN=0, Flags=.p....F.C"
"410","5.950486","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-28 dBm","802.11","QoS Data, SN=432, FN=0, Flags=.p.....TC"
"412","5.953468","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-50 dBm","802.11","QoS Data, SN=2256, FN=0, Flags=.p....F.C"
"418","5.998142","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-29 dBm","802.11","QoS Data, SN=433, FN=0, Flags=.p.....TC"
"448","6.563369","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-28 dBm","802.11","QoS Data, SN=434, FN=0, Flags=.p.....TC"
"451","6.565008","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-52 dBm","802.11","QoS Data, SN=3400, FN=0, Flags=.p....F.C"
"453","6.566034","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-67 dBm","802.11","QoS Data, SN=1305, FN=0, Flags=.p.....TC"
"455","6.567177","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-50 dBm","802.11","QoS Data, SN=2257, FN=0, Flags=.p....F.C"
"460","6.607530","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-28 dBm","802.11","QoS Data, SN=435, FN=0, Flags=.p.....TC"
"462","6.607933","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-54 dBm","802.11","QoS Data, SN=3401, FN=0, Flags=.p....F.C"
"769","10.646887","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","369","-29 dBm","802.11","QoS Data, SN=436, FN=0, Flags=.p.....TC"
"773","10.647103","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","189","-29 dBm","802.11","QoS Data, SN=437, FN=0, Flags=.p.....TC"
"774","10.654941","","a4:42:3b:d2:f7:08","311","-50 dBm","802.11","QoS Data, SN=2258, FN=0, Flags=.p....F.C"
"777","10.657018","","a4:42:3b:d2:f7:08","3160","-50 dBm","802.11","QoS Data, SN=2259, FN=0, Flags=.p....F.C"
"781","10.658940","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-29 dBm","802.11","QoS Data, SN=439, FN=0, Flags=.p.....TC"
"783","10.660667","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2260, FN=0, Flags=.p....F.C"
"784","10.660688","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2261, FN=0, Flags=.p....F.C"
"785","10.660696","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2262, FN=0, Flags=.p....F.C"
"786","10.660702","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2263, FN=0, Flags=.p....F.C"
"787","10.660709","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2264, FN=0, Flags=.p....F.C"
"788","10.660716","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2265, FN=0, Flags=.p....F.C"
"789","10.660723","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2266, FN=0, Flags=.p....F.C"
"790","10.660730","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2267, FN=0, Flags=.p....F.C"
"791","10.660737","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2268, FN=0, Flags=.p....F.C"
"792","10.660744","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1550","-50 dBm","802.11","QoS Data, SN=2269, FN=0, Flags=.p....F.C"
"793","10.661005","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2270, FN=0, Flags=.p....F.C"
"794","10.661019","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2271, FN=0, Flags=.p....F.C"
"797","10.662774","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2272, FN=0, Flags=.p....F.C"
"798","10.662795","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2273, FN=0, Flags=.p....F.C"
"799","10.662807","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1550","-50 dBm","802.11","QoS Data, SN=2274, FN=0, Flags=.p....F.C"
"800","10.662820","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2275, FN=0, Flags=.p....F.C"
"801","10.662831","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2276, FN=0, Flags=.p....F.C"
"802","10.662851","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2277, FN=0, Flags=.p....F.C"
"803","10.662863","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2278, FN=0, Flags=.p....F.C"
"804","10.662875","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2279, FN=0, Flags=.p....F.C"
"805","10.662886","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2280, FN=0, Flags=.p....F.C"
"806","10.662898","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2281, FN=0, Flags=.p....F.C"
"807","10.663025","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2282, FN=0, Flags=.p....F.C"
"808","10.663039","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2283, FN=0, Flags=.p....F.C"
"812","10.663424","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=440, FN=0, Flags=.p.....TC"
"813","10.663438","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=441, FN=0, Flags=.p.....TC"
"814","10.663448","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=442, FN=0, Flags=.p.....TC"
"815","10.663457","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=443, FN=0, Flags=.p.....TC"
"816","10.663486","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=444, FN=0, Flags=.p.....TC"
"817","10.663495","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=445, FN=0, Flags=.p.....TC"
"818","10.663503","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=446, FN=0, Flags=.p.....TC"
"819","10.663509","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=447, FN=0, Flags=.p.....TC"
"820","10.663518","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=448, FN=0, Flags=.p.....TC"
"821","10.663527","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=449, FN=0, Flags=.p.....TC"
"822","10.663536","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=450, FN=0, Flags=.p.....TC"
"823","10.663544","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=451, FN=0, Flags=.p.....TC"
"824","10.663550","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=452, FN=0, Flags=.p.....TC"
"825","10.663558","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-29 dBm","802.11","QoS Data, SN=453, FN=0, Flags=.p.....TC"
"826","10.663566","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=454, FN=0, Flags=.p.....TC"
"827","10.663573","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=455, FN=0, Flags=.p.....TC"
"831","10.663730","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=456, FN=0, Flags=.p.....TC"
"833","10.665460","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2284, FN=0, Flags=.p....F.C"
"834","10.665479","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2285, FN=0, Flags=.p....F.C"
"835","10.665485","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2286, FN=0, Flags=.p....F.C"
"836","10.665492","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2287, FN=0, Flags=.p....F.C"
"837","10.665498","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2288, FN=0, Flags=.p....F.C"
"838","10.665519","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2289, FN=0, Flags=.p....F.C"
"839","10.665529","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2290, FN=0, Flags=.p....F.C"
"840","10.666028","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2291, FN=0, Flags=.p....F.C"
"841","10.666036","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2292, FN=0, Flags=.p....F.C"
"842","10.666044","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2293, FN=0, Flags=.p....F.C"
"843","10.666050","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2294, FN=0, Flags=.p....F.C"
"846","10.667748","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2295, FN=0, Flags=.p....F.C"
"847","10.667755","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2296, FN=0, Flags=.p....F.C"
"848","10.667761","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2297, FN=0, Flags=.p....F.C"
"849","10.667767","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2298, FN=0, Flags=.p....F.C"
"850","10.667773","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2299, FN=0, Flags=.p....F.C"
"851","10.667779","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2300, FN=0, Flags=.p....F.C"
"852","10.667787","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2301, FN=0, Flags=.p....F.C"
"853","10.667793","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2302, FN=0, Flags=.p....F.C"
"854","10.667799","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2303, FN=0, Flags=.p....F.C"
"855","10.668033","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2304, FN=0, Flags=.p....F.C"
"856","10.668046","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2305, FN=0, Flags=.p....F.C"
"860","10.668257","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=457, FN=0, Flags=.p.....TC"
"862","10.669992","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2306, FN=0, Flags=.p....F.C"
"863","10.670005","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2307, FN=0, Flags=.p....F.C"
"864","10.670011","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2308, FN=0, Flags=.p....F.C"
"865","10.670023","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2309, FN=0, Flags=.p....F.C"
"866","10.670030","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2310, FN=0, Flags=.p....F.C"
"867","10.670036","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2311, FN=0, Flags=.p....F.C"
"868","10.670042","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2312, FN=0, Flags=.p....F.C"
"869","10.670590","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2313, FN=0, Flags=.p....F.C"
"870","10.670603","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2314, FN=0, Flags=.p....F.C"
"871","10.670610","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2315, FN=0, Flags=.p....F.C"
"872","10.670616","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2316, FN=0, Flags=.p....F.C"
"875","10.672387","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2317, FN=0, Flags=.p....F.C"
"876","10.672400","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2318, FN=0, Flags=.p....F.C"
"877","10.672407","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2319, FN=0, Flags=.p....F.C"
"878","10.672413","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2320, FN=0, Flags=.p....F.C"
"879","10.672419","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2321, FN=0, Flags=.p....F.C"
"880","10.672425","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2322, FN=0, Flags=.p....F.C"
"881","10.672431","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2323, FN=0, Flags=.p....F.C"
"882","10.672437","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2324, FN=0, Flags=.p....F.C"
"883","10.672449","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2325, FN=0, Flags=.p....F.C"
"884","10.672455","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2326, FN=0, Flags=.p....F.C"
"885","10.672582","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2327, FN=0, Flags=.p....F.C"
"888","10.674308","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2328, FN=0, Flags=.p....F.C"
"889","10.674321","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2329, FN=0, Flags=.p....F.C"
"890","10.674327","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2330, FN=0, Flags=.p....F.C"
"891","10.674334","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2331, FN=0, Flags=.p....F.C"
"892","10.674340","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2332, FN=0, Flags=.p....F.C"
"893","10.674352","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2333, FN=0, Flags=.p....F.C"
"894","10.674358","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2334, FN=0, Flags=.p....F.C"
"895","10.674364","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2335, FN=0, Flags=.p....F.C"
"896","10.674370","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2336, FN=0, Flags=.p....F.C"
"897","10.674536","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2337, FN=0, Flags=.p....F.C"
"898","10.674548","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2338, FN=0, Flags=.p....F.C"
"901","10.676339","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2339, FN=0, Flags=.p....F.C"
"902","10.676361","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2340, FN=0, Flags=.p....F.C"
"903","10.676371","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2341, FN=0, Flags=.p....F.C"
"904","10.676378","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2342, FN=0, Flags=.p....F.C"
"905","10.676384","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2343, FN=0, Flags=.p....F.C"
"906","10.676390","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2344, FN=0, Flags=.p....F.C"
"907","10.676396","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2345, FN=0, Flags=.p....F.C"
"908","10.676403","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2346, FN=0, Flags=.p....F.C"
"909","10.676409","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2347, FN=0, Flags=.p....F.C"
"910","10.676416","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2348, FN=0, Flags=.p....F.C"
"911","10.676453","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2349, FN=0, Flags=.p....F.C"
"915","10.676837","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=458, FN=0, Flags=.p.....TC"
"916","10.676844","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=459, FN=0, Flags=.p.....TC"
"917","10.676848","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=460, FN=0, Flags=.p.....TC"
"918","10.676851","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=461, FN=0, Flags=.p.....TC"
"920","10.678585","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2350, FN=0, Flags=.p....F.C"
"921","10.678602","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2351, FN=0, Flags=.p....F.C"
"922","10.678612","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2352, FN=0, Flags=.p....F.C"
"923","10.678620","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2353, FN=0, Flags=.p....F.C"
"924","10.678629","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2354, FN=0, Flags=.p....F.C"
"925","10.678641","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2355, FN=0, Flags=.p....F.C"
"926","10.678651","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2356, FN=0, Flags=.p....F.C"
"927","10.678668","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2357, FN=0, Flags=.p....F.C"
"928","10.679022","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2358, FN=0, Flags=.p....F.C"
"929","10.679036","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2359, FN=0, Flags=.p....F.C"
"930","10.679045","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2360, FN=0, Flags=.p....F.C"
"933","10.680836","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2361, FN=0, Flags=.p....F.C"
"934","10.680853","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2362, FN=0, Flags=.p....F.C"
"935","10.680861","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2363, FN=0, Flags=.p....F.C"
"936","10.680867","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2364, FN=0, Flags=.p....F.C"
"937","10.680879","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2365, FN=0, Flags=.p....F.C"
"938","10.680885","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2366, FN=0, Flags=.p....F.C"
"939","10.680891","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2367, FN=0, Flags=.p....F.C"
"940","10.680898","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2368, FN=0, Flags=.p....F.C"
"941","10.680904","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2369, FN=0, Flags=.p....F.C"
"942","10.680910","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2370, FN=0, Flags=.p....F.C"
"943","10.681033","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2371, FN=0, Flags=.p....F.C"
"947","10.681290","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=462, FN=0, Flags=.p.....TC"
"948","10.681295","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=463, FN=0, Flags=.p.....TC"
"952","10.681691","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=464, FN=0, Flags=.p.....TC"
"954","10.683374","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2372, FN=0, Flags=.p....F.C"
"955","10.683393","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2373, FN=0, Flags=.p....F.C"
"956","10.683400","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2374, FN=0, Flags=.p....F.C"
"957","10.683406","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2375, FN=0, Flags=.p....F.C"
"958","10.683412","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2376, FN=0, Flags=.p....F.C"
"959","10.683418","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2377, FN=0, Flags=.p....F.C"
"960","10.683425","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2378, FN=0, Flags=.p....F.C"
"961","10.683431","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2379, FN=0, Flags=.p....F.C"
"962","10.683437","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2380, FN=0, Flags=.p....F.C"
"963","10.683651","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2381, FN=0, Flags=.p....F.C"
"964","10.683664","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2382, FN=0, Flags=.p....F.C"
"967","10.685345","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2383, FN=0, Flags=.p....F.C"
"968","10.685353","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2384, FN=0, Flags=.p....F.C"
"969","10.685359","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2385, FN=0, Flags=.p....F.C"
"970","10.685365","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2386, FN=0, Flags=.p....F.C"
"971","10.685371","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2387, FN=0, Flags=.p....F.C"
"972","10.685377","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2388, FN=0, Flags=.p....F.C"
"973","10.685390","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2389, FN=0, Flags=.p....F.C"
"974","10.685396","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2390, FN=0, Flags=.p....F.C"
"975","10.685402","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2391, FN=0, Flags=.p....F.C"
"976","10.685571","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2392, FN=0, Flags=.p....F.C"
"977","10.685579","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2393, FN=0, Flags=.p....F.C"
"981","10.685901","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=465, FN=0, Flags=.p.....TC"
"983","10.687627","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2394, FN=0, Flags=.p....F.C"
"984","10.687640","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2395, FN=0, Flags=.p....F.C"
"985","10.687647","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2396, FN=0, Flags=.p....F.C"
"986","10.687659","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2397, FN=0, Flags=.p....F.C"
"987","10.687665","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2398, FN=0, Flags=.p....F.C"
"988","10.687671","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2399, FN=0, Flags=.p....F.C"
"989","10.687677","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2400, FN=0, Flags=.p....F.C"
"990","10.688171","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2401, FN=0, Flags=.p....F.C"
"991","10.688183","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2402, FN=0, Flags=.p....F.C"
"992","10.688190","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2403, FN=0, Flags=.p....F.C"
"993","10.688196","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2404, FN=0, Flags=.p....F.C"
"996","10.689809","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2405, FN=0, Flags=.p....F.C"
"997","10.689821","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2406, FN=0, Flags=.p....F.C"
"998","10.689828","","a4:42:3b:d2:f7:08","3020","-50 dBm","802.11","QoS Data, SN=2407, FN=0, Flags=.p....F.C"
