"No.","Time","Source","Destination","Length","RSSI","Protocol","Info"
"2589","36.002165731","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1374","-32 dBm","802.11","QoS Data, SN=949, FN=0, Flags=.p.....TC"
"2591","36.002586963","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","734","-32 dBm","802.11","QoS Data, SN=950, FN=0, Flags=.p.....TC"
"2595","36.005169910","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","190","-53 dBm","802.11","QoS Data, SN=1754, FN=0, Flags=.p....F.C"
"2603","36.061584631","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","190","-32 dBm","802.11","QoS Data, SN=951, FN=0, Flags=.p.....TC"
"2607","36.105782719","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","414","-54 dBm","802.11","QoS Data, SN=1756, FN=0, Flags=.p....F.C"
"2609","36.108936036","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","190","-32 dBm","802.11","QoS Data, SN=952, FN=0, Flags=.p.....TC"
"2615","36.136798133","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","190","-54 dBm","802.11","QoS Data, SN=1757, FN=0, Flags=.p....F.C"
"2618","36.137375672","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","190","-54 dBm","802.11","QoS Data, SN=1757, FN=0, Flags=.p..R.F.C"
"2625","36.138326318","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","190","-54 dBm","802.11","QoS Data, SN=1757, FN=0, Flags=.p..R.F.C"
"2640","36.462877063","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-30 dBm","802.11","QoS Null function (No data), SN=969, FN=0, Flags=...P...TC"
"3035","42.793502004","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-34 dBm","802.11","QoS Null function (No data), SN=970, FN=0, Flags=.......TC"
"3037","42.794076935","Technico_f7:c2:e1","88:9f:6f:53:9b:d4","86","-61 dBm","802.11","QoS Null function (No data), SN=1379, FN=0, Flags=......F.C"
"3047","42.994410225","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-34 dBm","802.11","QoS Null function (No data), SN=971, FN=0, Flags=...P...TC"
"3048","42.994470703","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-34 dBm","802.11","QoS Null function (No data), SN=971, FN=0, Flags=...PR..TC"
"3049","42.994569441","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-34 dBm","802.11","QoS Null function (No data), SN=971, FN=0, Flags=...PR..TC"
"3050","42.994715265","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-34 dBm","802.11","QoS Null function (No data), SN=971, FN=0, Flags=...PR..TC"
"3051","42.994829402","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-34 dBm","802.11","QoS Null function (No data), SN=971, FN=0, Flags=...PR..TC"
"3052","42.994944116","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-34 dBm","802.11","QoS Null function (No data), SN=971, FN=0, Flags=...PR..TC"
"3053","42.995053810","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-34 dBm","802.11","QoS Null function (No data), SN=971, FN=0, Flags=...PR..TC"
"3054","42.995209496","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-34 dBm","802.11","QoS Null function (No data), SN=971, FN=0, Flags=...PR..TC"
"4555","55.390306481","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","138","-25 dBm","802.11","QoS Data, SN=953, FN=0, Flags=.p.P...TC"
"4840","62.442382214","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-26 dBm","802.11","QoS Null function (No data), SN=972, FN=0, Flags=.......TC"
"4842","62.459211792","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-27 dBm","802.11","QoS Null function (No data), SN=973, FN=0, Flags=...P...TC"
"4852","62.670910608","SamsungE_53:9b:d4","01:00:5e:00:00:16","146","-43 dBm","802.11","QoS Data, SN=10, FN=0, Flags=.p.....TC"
"4854","62.671069711","SamsungE_53:9b:d4","01:00:5e:00:00:fb","219","-43 dBm","802.11","QoS Data, SN=954, FN=0, Flags=.p.....TC"
"4867","62.747812431","SamsungE_53:9b:d4","01:00:5e:00:00:16","148","-64 dBm","802.11","Data, SN=1616, FN=0, Flags=.pm...F.C"
"4868","62.749287983","SamsungE_53:9b:d4","01:00:5e:00:00:fb","213","-65 dBm","802.11","Data, SN=1617, FN=0, Flags=.p....F.C"
"4886","63.071115809","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-42 dBm","802.11","QoS Null function (No data), SN=974, FN=0, Flags=...P...TC"
"4890","63.131676419","SamsungE_53:9b:d4","01:00:5e:00:00:16","146","-46 dBm","802.11","QoS Data, SN=11, FN=0, Flags=.p.....TC"
"4894","63.157959512","SamsungE_53:9b:d4","01:00:5e:00:00:16","148","-56 dBm","802.11","Data, SN=1623, FN=0, Flags=.p....F.C"
"4906","63.531983676","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-27 dBm","802.11","QoS Null function (No data), SN=975, FN=0, Flags=...P...TC"
"4914","63.686651855","SamsungE_53:9b:d4","01:00:5e:00:00:fb","219","-27 dBm","802.11","QoS Data, SN=955, FN=0, Flags=.p.....TC"
"4919","63.771950346","SamsungE_53:9b:d4","01:00:5e:00:00:fb","213","-62 dBm","802.11","Data, SN=1631, FN=0, Flags=.p....F.C"
"4928","64.086775960","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...P...TC"
"4929","64.086921437","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4930","64.087157187","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4931","64.087199609","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4932","64.087318655","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4933","64.087478263","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4934","64.087607900","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4935","64.087722766","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4936","64.087830283","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4937","64.087959377","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4938","64.088050379","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4939","64.088194163","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4940","64.088295754","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4941","64.088405632","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4942","64.088553740","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4943","64.088725728","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-29 dBm","802.11","QoS Null function (No data), SN=976, FN=0, Flags=...PR..TC"
"4944","64.089584466","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=977, FN=0, Flags=...P...TC"
"4945","64.090059947","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=977, FN=0, Flags=...PR..TC"
"4968","64.338707886","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=978, FN=0, Flags=.......TC"
"4975","64.448229585","SamsungE_53:9b:d4","01:00:5e:00:00:16","146","-28 dBm","802.11","QoS Data, SN=12, FN=0, Flags=.p.....TC"
"4978","64.488236385","SamsungE_53:9b:d4","01:00:5e:00:00:16","148","-54 dBm","802.11","Data, SN=1640, FN=0, Flags=.p....F.C"
"4984","64.647747768","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=980, FN=0, Flags=...P...TC"
"5028","65.422446469","SamsungE_53:9b:d4","01:00:5e:00:00:16","146","-28 dBm","802.11","QoS Data, SN=13, FN=0, Flags=.p.....TC"
"5032","65.512279960","SamsungE_53:9b:d4","01:00:5e:00:00:16","148","-58 dBm","802.11","Data, SN=1654, FN=0, Flags=.p....F.C"
"5034","65.622601800","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...P...TC"
"5035","65.622735283","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5036","65.622852633","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5037","65.622986628","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5038","65.623149087","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5039","65.623199149","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5040","65.623314310","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5041","65.623490484","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5042","65.623599208","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5043","65.623728507","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5044","65.623830862","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5045","65.624048225","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5046","65.624229300","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5047","65.624254850","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5048","65.624401500","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5049","65.624536708","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=981, FN=0, Flags=...PR..TC"
"5050","65.625406040","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=982, FN=0, Flags=...P...TC"
"5069","65.995537351","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1374","-31 dBm","802.11","QoS Data, SN=956, FN=0, Flags=.p.....TC"
"5071","65.997349355","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1374","-31 dBm","802.11","QoS Data, SN=956, FN=0, Flags=.p..R..TC"
"5072","65.997358115","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1374","-31 dBm","802.11","QoS Data, SN=956, FN=0, Flags=.p..R..TC"
"5073","65.998236373","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1374","-31 dBm","802.11","QoS Data, SN=956, FN=0, Flags=.p..R..TC"
"5077","65.998555837","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","192","-56 dBm","802.11","QoS Data, SN=1758, FN=0, Flags=.p....F.C"
"5086","66.067530888","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1444","-28 dBm","802.11","QoS Data, SN=958, FN=0, Flags=.p..R..TC"
"5088","66.067647746","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","197","-28 dBm","802.11","QoS Data, SN=959, FN=0, Flags=.p..R..TC"
"5089","66.067652251","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","197","-28 dBm","802.11","QoS Data, SN=960, FN=0, Flags=.p.....TC"
"5093","66.070579583","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","166","-54 dBm","802.11","QoS Data, SN=1759, FN=0, Flags=.p....F.C"
"5105","66.074086822","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","166","-54 dBm","802.11","QoS Data, SN=1760, FN=0, Flags=.p..R.F.C"
"5106","66.074092020","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","166","-54 dBm","802.11","QoS Data, SN=1761, FN=0, Flags=.p..R.F.C"
"5110","66.074591060","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","210","-54 dBm","802.11","QoS Data, SN=1762, FN=0, Flags=.p....F.C"
"5112","66.075210353","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","166","-28 dBm","802.11","QoS Data, SN=961, FN=0, Flags=.p.....TC"
"5119","66.156694060","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1374","-28 dBm","802.11","QoS Data, SN=962, FN=0, Flags=.p.....TC"
"5123","66.158687013","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","1546","-54 dBm","802.11","QoS Data, SN=1763, FN=0, Flags=.p....F.C"
"5127","66.159425489","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","357","-54 dBm","802.11","QoS Data, SN=1764, FN=0, Flags=.p....F.C"
"5128","66.159433444","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","323","-54 dBm","802.11","QoS Data, SN=1765, FN=0, Flags=.p....F.C"
"5129","66.159438369","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","257","-54 dBm","802.11","QoS Data, SN=1766, FN=0, Flags=.p....F.C"
"5131","66.159723958","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","166","-28 dBm","802.11","QoS Data, SN=963, FN=0, Flags=.p.....TC"
"5133","66.160237801","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","166","-28 dBm","802.11","QoS Data, SN=964, FN=0, Flags=.p.....TC"
"5135","66.160510313","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","166","-28 dBm","802.11","QoS Data, SN=965, FN=0, Flags=.p.....TC"
"5136","66.160519541","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","166","-28 dBm","802.11","QoS Data, SN=966, FN=0, Flags=.p.....TC"
"5140","66.161439741","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","1374","-54 dBm","802.11","QoS Data, SN=1767, FN=0, Flags=.p....F.C"
"5144","66.163045860","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","1374","-54 dBm","802.11","QoS Data, SN=1768, FN=0, Flags=.p....F.C"
"5148","66.163631626","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","311","-54 dBm","802.11","QoS Data, SN=1769, FN=0, Flags=.p....F.C"
"5149","66.163635292","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","222","-54 dBm","802.11","QoS Data, SN=1770, FN=0, Flags=.p....F.C"
"5151","66.168885559","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1374","-28 dBm","802.11","QoS Data, SN=967, FN=0, Flags=.p.....TC"
"5153","66.171170870","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","226","-28 dBm","802.11","QoS Data, SN=968, FN=0, Flags=.p.....TC"
"5158","66.174504115","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","222","-28 dBm","802.11","QoS Data, SN=969, FN=0, Flags=.p.....TC"
"5160","66.174846000","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","222","-28 dBm","802.11","QoS Data, SN=969, FN=0, Flags=.p..R..TC"
"5161","66.175230242","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","222","-28 dBm","802.11","QoS Data, SN=969, FN=0, Flags=.p..R..TC"
"5167","66.176712952","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","184","-53 dBm","802.11","QoS Data, SN=1771, FN=0, Flags=.p..R.F.C"
"5171","66.177382120","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","254","-53 dBm","802.11","QoS Data, SN=1772, FN=0, Flags=.p....F.C"
"5172","66.177396384","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","414","-53 dBm","802.11","QoS Data, SN=1773, FN=0, Flags=.p....F.C"
"5174","66.177560938","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","222","-28 dBm","802.11","QoS Data, SN=969, FN=0, Flags=.p..R..TC"
"5176","66.178971377","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","190","-28 dBm","802.11","QoS Data, SN=970, FN=0, Flags=.p.....TC"
"5180","66.180452325","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","190","-53 dBm","802.11","QoS Data, SN=1774, FN=0, Flags=.p....F.C"
"5191","66.347194724","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","193","-28 dBm","802.11","QoS Data, SN=971, FN=0, Flags=.p.....TC"
"5197","66.355382120","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","485","-53 dBm","802.11","QoS Data, SN=1775, FN=0, Flags=.p....F.C"
"5199","66.358167521","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","174","-28 dBm","802.11","QoS Data, SN=972, FN=0, Flags=.p.....TC"
"5203","66.362619020","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","174","-54 dBm","802.11","QoS Data, SN=1776, FN=0, Flags=.p....F.C"
"5205","66.363231151","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","166","-28 dBm","802.11","QoS Data, SN=973, FN=0, Flags=.p.....TC"
"5207","66.364261984","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","447","-28 dBm","802.11","QoS Data, SN=974, FN=0, Flags=.p.....TC"
"5211","66.367652913","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","166","-54 dBm","802.11","QoS Data, SN=1777, FN=0, Flags=.p....F.C"
"5215","66.368262854","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","322","-53 dBm","802.11","QoS Data, SN=1778, FN=0, Flags=.p....F.C"
"5217","66.368727200","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","166","-28 dBm","802.11","QoS Data, SN=975, FN=0, Flags=.p.....TC"
"5226","66.595213720","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-28 dBm","802.11","QoS Null function (No data), SN=983, FN=0, Flags=...P...TC"
"5432","71.230920753","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-34 dBm","802.11","QoS Null function (No data), SN=984, FN=0, Flags=.......TC"
"5436","71.249135464","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-36 dBm","802.11","QoS Null function (No data), SN=985, FN=0, Flags=...P...TC"
"5439","71.309146597","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","194","-48 dBm","802.11","QoS Data, SN=976, FN=0, Flags=.p.....TC"
"5441","71.310446655","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","174","-47 dBm","802.11","QoS Data, SN=977, FN=0, Flags=.p.....TC"
"5445","71.313821913","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","210","-54 dBm","802.11","QoS Data, SN=1779, FN=0, Flags=.p....F.C"
"5449","71.314284267","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","438","-54 dBm","802.11","QoS Data, SN=1780, FN=0, Flags=.p....F.C"
"5454","71.361744639","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","186","-54 dBm","802.11","QoS Data, SN=1781, FN=0, Flags=.p....F.C"
"5456","71.364087616","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","178","-42 dBm","802.11","QoS Data, SN=978, FN=0, Flags=.p.....TC"
"5461","71.452096250","SamsungE_53:9b:d4","01:00:5e:00:00:fb","213","-55 dBm","802.11","Data, SN=1732, FN=0, Flags=.pm...F.C"
"5462","71.453142965","SamsungE_53:9b:d4","01:00:5e:00:00:16","148","-56 dBm","802.11","Data, SN=1733, FN=0, Flags=.p....F.C"
"5465","71.476106265","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1374","-39 dBm","802.11","QoS Data, SN=980, FN=0, Flags=.p.....TC"
"5467","71.476295383","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","254","-39 dBm","802.11","QoS Data, SN=981, FN=0, Flags=.p.....TC"
"5471","71.478980908","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","442","-55 dBm","802.11","QoS Data, SN=1782, FN=0, Flags=.p....F.C"
"5475","71.479588974","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","249","-55 dBm","802.11","QoS Data, SN=1783, FN=0, Flags=.p....F.C"
"5477","71.518072964","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","198","-38 dBm","802.11","QoS Data, SN=982, FN=0, Flags=.p.....TC"
"5479","71.522832161","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1374","-38 dBm","802.11","QoS Data, SN=983, FN=0, Flags=.p.....TC"
"5480","71.524152541","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1538","-38 dBm","802.11","QoS Data, SN=984, FN=0, Flags=.p.....TC"
"5482","71.524370968","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","197","-38 dBm","802.11","QoS Data, SN=985, FN=0, Flags=.p.....TC"
"5494","71.527360532","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","499","-54 dBm","802.11","QoS Data, SN=1784, FN=0, Flags=.p....F.C"
"5498","71.528345379","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","1374","-54 dBm","802.11","QoS Data, SN=1785, FN=0, Flags=.p....F.C"
"5499","71.528350188","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","166","-54 dBm","802.11","QoS Data, SN=1786, FN=0, Flags=.p....F.C"
"5500","71.528357181","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","166","-54 dBm","802.11","QoS Data, SN=1787, FN=0, Flags=.p....F.C"
"5501","71.528363826","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","210","-54 dBm","802.11","QoS Data, SN=1788, FN=0, Flags=.p....F.C"
"5505","71.529311452","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","1374","-54 dBm","802.11","QoS Data, SN=1789, FN=0, Flags=.p....F.C"
"5506","71.529318422","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","310","-54 dBm","802.11","QoS Data, SN=1790, FN=0, Flags=.p....F.C"
"5507","71.529328904","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","222","-54 dBm","802.11","QoS Data, SN=1791, FN=0, Flags=.p....F.C"
"5509","71.529584110","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","166","-38 dBm","802.11","QoS Data, SN=986, FN=0, Flags=.p.....TC"
"5511","71.535548092","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","1374","-38 dBm","802.11","QoS Data, SN=987, FN=0, Flags=.p.....TC"
"5513","71.537552675","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","227","-38 dBm","802.11","QoS Data, SN=988, FN=0, Flags=.p.....TC"
"5515","71.537785290","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","222","-38 dBm","802.11","QoS Data, SN=989, FN=0, Flags=.p.....TC"
"5519","71.540796844","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","184","-54 dBm","802.11","QoS Data, SN=1792, FN=0, Flags=.p....F.C"
"5521","71.541527904","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","254","-54 dBm","802.11","QoS Data, SN=1793, FN=0, Flags=.p....F.C"
"5522","71.541558182","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","190","-54 dBm","802.11","QoS Data, SN=1794, FN=0, Flags=.p....F.C"
"5526","71.542238672","Technico_f7:c2:e0","88:9f:6f:53:9b:d4","414","-54 dBm","802.11","QoS Data, SN=1795, FN=0, Flags=.p....F.C"
"5528","71.543279634","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","190","-38 dBm","802.11","QoS Data, SN=990, FN=0, Flags=.p.....TC"
"5534","71.566361110","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","166","-37 dBm","802.11","QoS Data, SN=991, FN=0, Flags=.p.....TC"
"5547","71.909658070","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-39 dBm","802.11","QoS Null function (No data), SN=986, FN=0, Flags=...P...TC"
"5555","71.978984305","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","138","-44 dBm","802.11","QoS Data, SN=992, FN=0, Flags=.p.....TC"
"5570","72.377794617","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-43 dBm","802.11","QoS Null function (No data), SN=987, FN=0, Flags=...P...TC"
"5574","72.398722396","SamsungE_53:9b:d4","01:00:5e:00:00:16","146","-42 dBm","802.11","QoS Data, SN=15, FN=0, Flags=.p.....TC"
"5576","72.424136655","SamsungE_53:9b:d4","01:00:5e:00:00:fb","219","-42 dBm","802.11","QoS Data, SN=993, FN=0, Flags=.p.....TC"
"5579","72.475503061","SamsungE_53:9b:d4","01:00:5e:00:00:16","148","-53 dBm","802.11","Data, SN=1746, FN=0, Flags=.pm...F.C"
"5580","72.477120108","SamsungE_53:9b:d4","01:00:5e:00:00:fb","213","-52 dBm","802.11","Data, SN=1747, FN=0, Flags=.p....F.C"
"5597","72.799236777","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-36 dBm","802.11","QoS Null function (No data), SN=988, FN=0, Flags=...P...TC"
"5631","73.500184813","SamsungE_53:9b:d4","01:00:5e:00:00:fb","213","-55 dBm","802.11","Data, SN=1760, FN=0, Flags=.p....F.C"
"5669","73.840510921","SamsungE_53:9b:d4","10:13:31:f7:c2:e1","86","-38 dBm","802.11","QoS Null function (No data), SN=989, FN=0, Flags=...P...TC"
"5785","75.315340690","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","186","-37 dBm","802.11","QoS Data, SN=995, FN=0, Flags=.p.....TC"
"5786","75.315477349","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","186","-37 dBm","802.11","QoS Data, SN=995, FN=0, Flags=.p..R..TC"
"5787","75.315741732","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","186","-37 dBm","802.11","QoS Data, SN=995, FN=0, Flags=.p..R..TC"
"5788","75.316138793","SamsungE_53:9b:d4","10:13:31:f7:c2:e0","186","-37 dBm","802.11","QoS Data, SN=995, FN=0, Flags=.p..R..TC"
