"No.","Time","Source","Destination","Length","RSSI","Protocol","Info"
"78","1.682971","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-33 dBm","802.11","QoS Data, SN=1100, FN=0, Flags=.p.....TC"
"80","1.685619","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-53 dBm","802.11","QoS Data, SN=3483, FN=0, Flags=.p....F.C"
"85","1.717556","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1388","-32 dBm","802.11","QoS Data, SN=1101, FN=0, Flags=.p.....TC"
"89","1.721231","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","217","-33 dBm","802.11","QoS Data, SN=1102, FN=0, Flags=.p.....TC"
"93","1.729671","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-33 dBm","802.11","QoS Data, SN=1103, FN=0, Flags=.p.....TC"
"96","1.749947","","a4:42:3b:d2:f7:08","2382","-53 dBm","802.11","QoS Data, SN=3484, FN=0, Flags=.p....F.C"
"100","1.750647","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","216","-33 dBm","802.11","QoS Data, SN=1104, FN=0, Flags=.p.....TC"
"104","1.751008","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","179","-34 dBm","802.11","QoS Data, SN=1105, FN=0, Flags=.p.....TC"
"105","1.751024","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","1345","-34 dBm","802.11","QoS Data, SN=1106, FN=0, Flags=.p.....TC"
"107","1.759379","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","171","-54 dBm","802.11","QoS Data, SN=3485, FN=0, Flags=.p....F.C"
"109","1.764726","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","238","-53 dBm","802.11","QoS Data, SN=3486, FN=0, Flags=.p....F.C"
"111","1.765798","","a4:42:3b:d2:f7:08","265","-53 dBm","802.11","QoS Data, SN=3487, FN=0, Flags=.p....F.C"
"115","1.766207","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","172","-33 dBm","802.11","QoS Data, SN=1107, FN=0, Flags=.p.....TC"
"122","1.891109","","a4:42:3b:d2:f7:08","1762","-53 dBm","802.11","QoS Data, SN=3488, FN=0, Flags=.p....F.C"
"126","1.891795","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","173","-33 dBm","802.11","QoS Data, SN=1108, FN=0, Flags=.p.....TC"
"130","1.892146","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","171","-33 dBm","802.11","QoS Data, SN=1109, FN=0, Flags=.p.....TC"
"136","1.918350","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","171","-33 dBm","802.11","QoS Data, SN=1110, FN=0, Flags=.p.....TC"
"143","1.930652","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","171","-54 dBm","802.11","QoS Data, SN=3489, FN=0, Flags=.p....F.C"
"170","2.559170","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-31 dBm","802.11","QoS Data, SN=1111, FN=0, Flags=.p.....TC"
"172","2.559800","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-55 dBm","802.11","QoS Data, SN=2422, FN=0, Flags=.p....F.C"
"174","2.561082","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-73 dBm","802.11","QoS Data, SN=416, FN=0, Flags=.p.....TC"
"176","2.561965","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-55 dBm","802.11","QoS Data, SN=3490, FN=0, Flags=.p....F.C"
"181","2.582491","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","237","-31 dBm","802.11","QoS Data, SN=1112, FN=0, Flags=.p.....TC"
"185","2.585473","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","186","-31 dBm","802.11","QoS Data, SN=1113, FN=0, Flags=.p.....TC"
"187","2.589879","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-55 dBm","802.11","QoS Data, SN=3491, FN=0, Flags=.p....F.C"
"189","2.594160","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","210","-55 dBm","802.11","QoS Data, SN=3492, FN=0, Flags=.p....F.C"
"193","2.594920","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-31 dBm","802.11","QoS Data, SN=1114, FN=0, Flags=.p.....TC"
"196","2.600678","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","170","-55 dBm","802.11","QoS Data, SN=3493, FN=0, Flags=.p....F.C"
"200","2.601095","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-31 dBm","802.11","QoS Data, SN=1115, FN=0, Flags=.p.....TC"
"204","2.601373","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","669","-31 dBm","802.11","QoS Data, SN=1116, FN=0, Flags=.p.....TC"
"208","2.605831","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-31 dBm","802.11","QoS Data, SN=1117, FN=0, Flags=.p.....TC"
"210","2.607006","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-55 dBm","802.11","QoS Data, SN=2423, FN=0, Flags=.p....F.C"
"212","2.608099","","a4:42:3b:d2:f7:08","452","-55 dBm","802.11","QoS Data, SN=3494, FN=0, Flags=.p....F.C"
"216","2.608722","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","214","-32 dBm","802.11","QoS Data, SN=1118, FN=0, Flags=.p.....TC"
"220","2.608982","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","250","-31 dBm","802.11","QoS Data, SN=1119, FN=0, Flags=.p.....TC"
"221","2.608990","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","654","-31 dBm","802.11","QoS Data, SN=1120, FN=0, Flags=.p.....TC"
"223","2.613392","","a4:42:3b:d2:f7:08","559","-55 dBm","802.11","QoS Data, SN=3495, FN=0, Flags=.p....F.C"
"224","2.613407","","a4:42:3b:d2:f7:08","352","-55 dBm","802.11","QoS Data, SN=3496, FN=0, Flags=.p....F.C"
"228","2.613805","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-32 dBm","802.11","QoS Data, SN=1121, FN=0, Flags=.p.....TC"
"232","2.614093","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-31 dBm","802.11","QoS Data, SN=1122, FN=0, Flags=.p.....TC"
"235","2.618762","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-55 dBm","802.11","QoS Data, SN=3497, FN=0, Flags=.p....F.C"
"241","2.715357","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","243","-54 dBm","802.11","QoS Data, SN=3498, FN=0, Flags=.p....F.C"
"248","2.769935","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-31 dBm","802.11","QoS Data, SN=1123, FN=0, Flags=.p.....TC"
"257","2.890538","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1590","-54 dBm","802.11","QoS Data, SN=3499, FN=0, Flags=.p....F.C"
"259","2.892652","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","265","-55 dBm","802.11","QoS Data, SN=3500, FN=0, Flags=.p....F.C"
"262","2.904444","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1590","-55 dBm","802.11","QoS Data, SN=3501, FN=0, Flags=.p....F.C"
"267","2.933994","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-32 dBm","802.11","QoS Data, SN=1124, FN=0, Flags=.p.....TC"
"333","4.168374","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","260","-31 dBm","802.11","QoS Data, SN=1125, FN=0, Flags=.p.....TC"
"335","4.169608","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","268","-54 dBm","802.11","QoS Data, SN=2425, FN=0, Flags=.p....F.C"
"338","4.170578","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-73 dBm","802.11","QoS Data, SN=419, FN=0, Flags=.p.....TC"
"340","4.171723","Google_73:3c:d4","a4:42:3b:d2:f7:08","268","-54 dBm","802.11","QoS Data, SN=3502, FN=0, Flags=.p....F.C"
"345","4.215225","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","150","-31 dBm","802.11","QoS Data, SN=1126, FN=0, Flags=.p.....TC"
"347","4.216608","IntelCor_d2:f7:08","00:f6:20:73:3c:d4","158","-54 dBm","802.11","QoS Data, SN=2426, FN=0, Flags=.p....F.C"
"356","4.322249","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1098","-54 dBm","802.11","QoS Data, SN=3503, FN=0, Flags=.p....F.C"
"360","4.323318","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","447","-31 dBm","802.11","QoS Data, SN=1127, FN=0, Flags=.p.....TC"
"364","4.357582","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-54 dBm","802.11","QoS Data, SN=3504, FN=0, Flags=.p....F.C"
"369","4.402787","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","260","-31 dBm","802.11","QoS Data, SN=1128, FN=0, Flags=.p.....TC"
"371","4.405467","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-54 dBm","802.11","QoS Data, SN=3505, FN=0, Flags=.p....F.C"
"377","4.455892","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-31 dBm","802.11","QoS Data, SN=1129, FN=0, Flags=.p.....TC"
"389","4.758880","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1590","-52 dBm","802.11","QoS Data, SN=3506, FN=0, Flags=.p....F.C"
"393","4.762403","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","174","-30 dBm","802.11","QoS Data, SN=424, FN=0, Flags=.p.....TC"
"399","4.788896","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","182","-52 dBm","802.11","QoS Data, SN=3507, FN=0, Flags=.p....F.C"
"405","4.840331","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-31 dBm","802.11","QoS Data, SN=425, FN=0, Flags=.p.....TC"
"410","4.855947","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-31 dBm","802.11","QoS Data, SN=1130, FN=0, Flags=.p.....TC"
"412","4.858262","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","178","-53 dBm","802.11","QoS Data, SN=3508, FN=0, Flags=.p....F.C"
"416","4.859236","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","170","-32 dBm","802.11","QoS Data, SN=1131, FN=0, Flags=.p.....TC"
"474","5.995499","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1590","-52 dBm","802.11","QoS Data, SN=3509, FN=0, Flags=.p....F.C"
"513","6.634161","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","165","-35 dBm","802.11","QoS Data, SN=1132, FN=0, Flags=.p.....TC"
"518","6.666108","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","165","-35 dBm","802.11","QoS Data, SN=1133, FN=0, Flags=.p.....TC"
"520","6.672296","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","189","-51 dBm","802.11","QoS Data, SN=3510, FN=0, Flags=.p....F.C"
"523","6.673579","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","189","-52 dBm","802.11","QoS Data, SN=3510, FN=0, Flags=.p..R.F.C"
"526","6.674561","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","189","-51 dBm","802.11","QoS Data, SN=3510, FN=0, Flags=.p..R.F.C"
"529","6.675609","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","189","-51 dBm","802.11","QoS Data, SN=3510, FN=0, Flags=.p..R.F.C"
"532","6.676688","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","189","-50 dBm","802.11","QoS Data, SN=3510, FN=0, Flags=.p..R.F.C"
"536","6.677716","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-38 dBm","802.11","QoS Data, SN=1134, FN=0, Flags=.p.....TC"
"540","6.678464","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-35 dBm","802.11","QoS Data, SN=1135, FN=0, Flags=.p.....TC"
"543","6.678596","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-35 dBm","802.11","QoS Data, SN=1135, FN=0, Flags=.p..R..TC"
"545","6.683093","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","189","-51 dBm","802.11","QoS Data, SN=3511, FN=0, Flags=.p....F.C"
"547","6.695886","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","170","-51 dBm","802.11","QoS Data, SN=3512, FN=0, Flags=.p....F.C"
"551","6.696634","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-35 dBm","802.11","QoS Data, SN=1136, FN=0, Flags=.p.....TC"
"555","6.696947","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","675","-35 dBm","802.11","QoS Data, SN=1137, FN=0, Flags=.p.....TC"
"556","6.696953","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","268","-35 dBm","802.11","QoS Data, SN=1138, FN=0, Flags=.p.....TC"
"559","6.697261","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","675","-35 dBm","802.11","QoS Data, SN=1137, FN=0, Flags=.p.....TC"
"560","6.697267","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","268","-35 dBm","802.11","QoS Data, SN=1138, FN=0, Flags=.p.....TC"
"564","6.697497","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","667","-35 dBm","802.11","QoS Data, SN=1137, FN=0, Flags=.p.....TC"
"566","6.698957","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","170","-50 dBm","802.11","QoS Data, SN=3513, FN=0, Flags=.p....F.C"
"570","6.699455","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-35 dBm","802.11","QoS Data, SN=1139, FN=0, Flags=.p.....TC"
"574","6.699927","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","667","-35 dBm","802.11","QoS Data, SN=1140, FN=0, Flags=.p.....TC"
"576","6.700126","Sagemcom_ba:ef:01","a4:42:3b:d2:f7:08","268","-51 dBm","802.11","QoS Data, SN=3514, FN=0, Flags=.p....F.C"
"578","6.716378","","a4:42:3b:d2:f7:08","246","-50 dBm","802.11","QoS Data, SN=3515, FN=0, Flags=.p....F.C"
"582","6.719801","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=3516, FN=0, Flags=.p....F.C"
"583","6.719818","","a4:42:3b:d2:f7:08","2946","-51 dBm","802.11","QoS Data, SN=3517, FN=0, Flags=.p....F.C"
"587","6.720355","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-35 dBm","802.11","QoS Data, SN=1141, FN=0, Flags=.p.....TC"
"588","6.720360","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-35 dBm","802.11","QoS Data, SN=1142, FN=0, Flags=.p.....TC"
"590","6.720561","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-51 dBm","802.11","QoS Data, SN=3518, FN=0, Flags=.p....F.C"
"592","6.724261","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=3519, FN=0, Flags=.p....F.C"
"593","6.724278","","a4:42:3b:d2:f7:08","2876","-51 dBm","802.11","QoS Data, SN=3520, FN=0, Flags=.p....F.C"
"598","6.724754","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-35 dBm","802.11","QoS Data, SN=1143, FN=0, Flags=.p.....TC"
"602","6.725123","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-35 dBm","802.11","QoS Data, SN=1144, FN=0, Flags=.p.....TC"
"604","6.727452","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1358","-50 dBm","802.11","QoS Data, SN=3521, FN=0, Flags=.p....F.C"
"609","6.727974","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-35 dBm","802.11","QoS Data, SN=1145, FN=0, Flags=.p.....TC"
"613","6.729797","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","276","-34 dBm","802.11","QoS Data, SN=1146, FN=0, Flags=.p.....TC"
"618","6.730525","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","284","-35 dBm","802.11","QoS Data, SN=1147, FN=0, Flags=.p.....TC"
"619","6.730530","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-35 dBm","802.11","QoS Data, SN=1148, FN=0, Flags=.p.....TC"
"620","6.730536","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","257","-35 dBm","802.11","QoS Data, SN=1149, FN=0, Flags=.p.....TC"
"621","6.730661","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","703","-35 dBm","802.11","QoS Data, SN=1150, FN=0, Flags=.p.....TC"
"623","6.733025","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1358","-50 dBm","802.11","QoS Data, SN=3522, FN=0, Flags=.p....F.C"
"627","6.734080","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-35 dBm","802.11","QoS Data, SN=1151, FN=0, Flags=.p.....TC"
"633","6.743754","IntelCor_d2:f7:08","58:2f:f7:ba:ef:01","150","-34 dBm","802.11","QoS Data, SN=1152, FN=0, Flags=.p.....TC"
"635","6.746952","","a4:42:3b:d2:f7:08","504","-50 dBm","802.11","QoS Data, SN=3523, FN=0, Flags=.p....F.C"
"639","6.747618","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-34 dBm","802.11","QoS Data, SN=1153, FN=0, Flags=.p.....TC"
"641","6.749058","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","227","-51 dBm","802.11","QoS Data, SN=3524, FN=0, Flags=.p....F.C"
"645","6.749625","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-34 dBm","802.11","QoS Data, SN=1154, FN=0, Flags=.p.....TC"
"649","6.749905","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","188","-34 dBm","802.11","QoS Data, SN=1155, FN=0, Flags=.p.....TC"
"651","6.750116","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","196","-50 dBm","802.11","QoS Data, SN=3525, FN=0, Flags=.p....F.C"
"653","6.751302","","a4:42:3b:d2:f7:08","561","-50 dBm","802.11","QoS Data, SN=3526, FN=0, Flags=.p....F.C"
"657","6.751773","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-34 dBm","802.11","QoS Data, SN=1156, FN=0, Flags=.p.....TC"
"659","6.759224","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","196","-50 dBm","802.11","QoS Data, SN=3527, FN=0, Flags=.p....F.C"
"663","6.759899","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","162","-34 dBm","802.11","QoS Data, SN=1157, FN=0, Flags=.p.....TC"
"665","6.778656","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1590","-50 dBm","802.11","QoS Data, SN=3528, FN=0, Flags=.p....F.C"
"668","6.809532","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-50 dBm","802.11","QoS Data, SN=3529, FN=0, Flags=.p....F.C"
"675","6.851017","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=3530, FN=0, Flags=.p....F.C"
"676","6.851816","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=3531, FN=0, Flags=.p....F.C"
"677","6.851834","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=3532, FN=0, Flags=.p....F.C"
"678","6.851843","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=3533, FN=0, Flags=.p....F.C"
"680","6.852222","","a4:42:3b:d2:f7:08","3116","-50 dBm","802.11","QoS Data, SN=3534, FN=0, Flags=.p....F.C"
"685","6.852552","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=1158, FN=0, Flags=.p.....TC"
"689","6.852842","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-33 dBm","802.11","QoS Data, SN=1159, FN=0, Flags=.p.....TC"
"691","6.866345","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1598","-50 dBm","802.11","QoS Data, SN=3535, FN=0, Flags=.p....F.C"
"696","6.869334","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","295","-31 dBm","802.11","QoS Data, SN=1160, FN=0, Flags=.p.....TC"
"698","6.869760","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1397","-50 dBm","802.11","QoS Data, SN=3536, FN=0, Flags=.p....F.C"
"705","6.878655","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","262","-30 dBm","802.11","QoS Data, SN=1161, FN=0, Flags=.p.....TC"
"709","6.878816","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","259","-30 dBm","802.11","QoS Data, SN=1162, FN=0, Flags=.p.....TC"
"713","6.880315","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","257","-30 dBm","802.11","QoS Data, SN=1163, FN=0, Flags=.p.....TC"
"717","6.880489","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","264","-29 dBm","802.11","QoS Data, SN=1164, FN=0, Flags=.p.....TC"
"721","6.881211","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","265","-30 dBm","802.11","QoS Data, SN=1165, FN=0, Flags=.p.....TC"
"725","6.881545","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","273","-30 dBm","802.11","QoS Data, SN=1166, FN=0, Flags=.p.....TC"
"726","6.881558","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","275","-30 dBm","802.11","QoS Data, SN=1167, FN=0, Flags=.p.....TC"
"727","6.881564","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","281","-30 dBm","802.11","QoS Data, SN=1168, FN=0, Flags=.p.....TC"
"731","6.881857","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","286","-30 dBm","802.11","QoS Data, SN=1169, FN=0, Flags=.p.....TC"
"732","6.881863","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","270","-30 dBm","802.11","QoS Data, SN=1170, FN=0, Flags=.p.....TC"
"733","6.881869","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","272","-30 dBm","802.11","QoS Data, SN=1171, FN=0, Flags=.p.....TC"
"734","6.881873","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","269","-30 dBm","802.11","QoS Data, SN=1172, FN=0, Flags=.p.....TC"
"738","6.882204","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","276","-29 dBm","802.11","QoS Data, SN=1173, FN=0, Flags=.p.....TC"
"739","6.882212","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","276","-29 dBm","802.11","QoS Data, SN=1174, FN=0, Flags=.p.....TC"
"740","6.882224","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","271","-29 dBm","802.11","QoS Data, SN=1175, FN=0, Flags=.p.....TC"
"744","6.882590","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","279","-29 dBm","802.11","QoS Data, SN=1176, FN=0, Flags=.p.....TC"
"745","6.882596","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","271","-29 dBm","802.11","QoS Data, SN=1177, FN=0, Flags=.p.....TC"
"746","6.882602","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","265","-29 dBm","802.11","QoS Data, SN=1178, FN=0, Flags=.p.....TC"
"747","6.882608","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","276","-29 dBm","802.11","QoS Data, SN=1179, FN=0, Flags=.p.....TC"
"748","6.882613","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","271","-29 dBm","802.11","QoS Data, SN=1180, FN=0, Flags=.p.....TC"
"749","6.882620","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","265","-29 dBm","802.11","QoS Data, SN=1181, FN=0, Flags=.p.....TC"
"750","6.882625","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","282","-29 dBm","802.11","QoS Data, SN=1182, FN=0, Flags=.p.....TC"
"751","6.882634","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","267","-29 dBm","802.11","QoS Data, SN=1183, FN=0, Flags=.p.....TC"
"752","6.882639","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","285","-29 dBm","802.11","QoS Data, SN=1184, FN=0, Flags=.p.....TC"
"754","6.889916","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","164","-51 dBm","802.11","QoS Data, SN=3537, FN=0, Flags=.p....F.C"
"757","6.891017","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1140","-52 dBm","802.11","QoS Data, SN=3538, FN=0, Flags=.p....F.C"
"761","6.891406","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-29 dBm","802.11","QoS Data, SN=1185, FN=0, Flags=.p.....TC"
"765","6.896239","","a4:42:3b:d2:f7:08","1013","-51 dBm","802.11","QoS Data, SN=3539, FN=0, Flags=.p....F.C"
"769","6.896742","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-30 dBm","802.11","QoS Data, SN=1186, FN=0, Flags=.p.....TC"
"771","6.897354","","a4:42:3b:d2:f7:08","1014","-51 dBm","802.11","QoS Data, SN=3540, FN=0, Flags=.p....F.C"
"773","6.899531","","a4:42:3b:d2:f7:08","1918","-51 dBm","802.11","QoS Data, SN=3541, FN=0, Flags=.p....F.C"
"777","6.900005","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=1187, FN=0, Flags=.p.....TC"
"778","6.900012","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=1188, FN=0, Flags=.p.....TC"
"780","6.900820","","a4:42:3b:d2:f7:08","1782","-51 dBm","802.11","QoS Data, SN=3542, FN=0, Flags=.p....F.C"
"781","6.900838","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=3543, FN=0, Flags=.p....F.C"
"786","6.901142","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=1189, FN=0, Flags=.p.....TC"
"787","6.901147","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=1190, FN=0, Flags=.p.....TC"
"789","6.902169","","a4:42:3b:d2:f7:08","3204","-51 dBm","802.11","QoS Data, SN=3544, FN=0, Flags=.p....F.C"
"790","6.902187","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1598","-51 dBm","802.11","QoS Data, SN=3545, FN=0, Flags=.p....F.C"
"795","6.902537","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=1191, FN=0, Flags=.p.....TC"
"796","6.902542","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","158","-29 dBm","802.11","QoS Data, SN=1192, FN=0, Flags=.p.....TC"
"798","6.904300","AVMAudio_dc:3a:e4","a4:42:3b:d2:f7:08","1598","-51 dBm","802.11","QoS Data, SN=3546, FN=0, Flags=.p....F.C"
"801","6.914037","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=3547, FN=0, Flags=.p....F.C"
"806","6.914386","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","150","-31 dBm","802.11","QoS Data, SN=1193, FN=0, Flags=.p.....TC"
"808","6.916936","","a4:42:3b:d2:f7:08","3116","-51 dBm","802.11","QoS Data, SN=3548, FN=0, Flags=.p....F.C"
