"No.","Time","Source","Destination","Length","RSSI","Protocol","Info"
"70366","377.416965","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1728, FN=0, Flags=.p....F.C"
"70367","377.416969","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1729, FN=0, Flags=.p....F.C"
"70372","377.417743","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2963, FN=0, Flags=.p.....TC"
"70373","377.417843","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2964, FN=0, Flags=.p.....TC"
"70374","377.417848","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2965, FN=0, Flags=.p.....TC"
"70376","377.419557","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1730, FN=0, Flags=.p....F.C"
"70377","377.419566","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1731, FN=0, Flags=.p....F.C"
"70378","377.419570","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1732, FN=0, Flags=.p....F.C"
"70379","377.419578","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1733, FN=0, Flags=.p....F.C"
"70380","377.419582","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1734, FN=0, Flags=.p....F.C"
"70381","377.419586","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1735, FN=0, Flags=.p....F.C"
"70382","377.419590","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1736, FN=0, Flags=.p....F.C"
"70383","377.419594","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1737, FN=0, Flags=.p....F.C"
"70384","377.419598","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1738, FN=0, Flags=.p....F.C"
"70385","377.419602","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1739, FN=0, Flags=.p....F.C"
"70386","377.419606","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1740, FN=0, Flags=.p....F.C"
"70387","377.419891","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1741, FN=0, Flags=.p....F.C"
"70388","377.419900","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1742, FN=0, Flags=.p....F.C"
"70392","377.420146","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","174","-33 dBm","802.11","QoS Data, SN=2966, FN=0, Flags=.p.....TC"
"70394","377.421913","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1743, FN=0, Flags=.p....F.C"
"70395","377.421926","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1744, FN=0, Flags=.p....F.C"
"70396","377.421930","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1745, FN=0, Flags=.p....F.C"
"70397","377.421934","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1746, FN=0, Flags=.p....F.C"
"70398","377.421940","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1747, FN=0, Flags=.p....F.C"
"70399","377.421944","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1748, FN=0, Flags=.p....F.C"
"70400","377.421956","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1749, FN=0, Flags=.p....F.C"
"70401","377.421960","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1750, FN=0, Flags=.p....F.C"
"70402","377.421964","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1751, FN=0, Flags=.p....F.C"
"70403","377.421968","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1752, FN=0, Flags=.p....F.C"
"70404","377.421972","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1753, FN=0, Flags=.p....F.C"
"70405","377.422196","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1754, FN=0, Flags=.p....F.C"
"70406","377.422204","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1755, FN=0, Flags=.p....F.C"
"70410","377.422467","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2967, FN=0, Flags=.p.....TC"
"70411","377.422475","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2968, FN=0, Flags=.p.....TC"
"70412","377.422477","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2969, FN=0, Flags=.p.....TC"
"70416","377.422696","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2970, FN=0, Flags=.p.....TC"
"70417","377.422699","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2971, FN=0, Flags=.p.....TC"
"70419","377.424490","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1756, FN=0, Flags=.p....F.C"
"70420","377.424510","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1757, FN=0, Flags=.p....F.C"
"70421","377.424515","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1758, FN=0, Flags=.p....F.C"
"70422","377.424519","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1759, FN=0, Flags=.p....F.C"
"70423","377.424523","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1760, FN=0, Flags=.p....F.C"
"70424","377.424528","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1761, FN=0, Flags=.p....F.C"
"70425","377.424532","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1762, FN=0, Flags=.p....F.C"
"70426","377.424536","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1763, FN=0, Flags=.p....F.C"
"70427","377.424540","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1764, FN=0, Flags=.p....F.C"
"70428","377.424569","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1765, FN=0, Flags=.p....F.C"
"70429","377.424872","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1766, FN=0, Flags=.p....F.C"
"70430","377.424883","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1767, FN=0, Flags=.p....F.C"
"70431","377.424889","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1768, FN=0, Flags=.p....F.C"
"70435","377.425037","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","174","-33 dBm","802.11","QoS Data, SN=2972, FN=0, Flags=.p.....TC"
"70437","377.426854","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1769, FN=0, Flags=.p....F.C"
"70438","377.426869","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1770, FN=0, Flags=.p....F.C"
"70439","377.426876","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1771, FN=0, Flags=.p....F.C"
"70440","377.426882","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1772, FN=0, Flags=.p....F.C"
"70441","377.426897","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1773, FN=0, Flags=.p....F.C"
"70442","377.426903","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1774, FN=0, Flags=.p....F.C"
"70443","377.426908","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1775, FN=0, Flags=.p....F.C"
"70444","377.426914","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1776, FN=0, Flags=.p....F.C"
"70445","377.426919","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1777, FN=0, Flags=.p....F.C"
"70446","377.426924","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1778, FN=0, Flags=.p....F.C"
"70447","377.426930","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1779, FN=0, Flags=.p....F.C"
"70448","377.427153","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1780, FN=0, Flags=.p....F.C"
"70449","377.427188","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1781, FN=0, Flags=.p....F.C"
"70453","377.427456","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2973, FN=0, Flags=.p.....TC"
"70454","377.427462","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2974, FN=0, Flags=.p.....TC"
"70455","377.427465","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2975, FN=0, Flags=.p.....TC"
"70457","377.429251","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1782, FN=0, Flags=.p....F.C"
"70458","377.429266","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1783, FN=0, Flags=.p....F.C"
"70459","377.429272","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1784, FN=0, Flags=.p....F.C"
"70460","377.429294","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1785, FN=0, Flags=.p....F.C"
"70461","377.429300","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1786, FN=0, Flags=.p....F.C"
"70462","377.429307","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1787, FN=0, Flags=.p....F.C"
"70463","377.429313","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1788, FN=0, Flags=.p....F.C"
"70464","377.429329","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1789, FN=0, Flags=.p....F.C"
"70465","377.429335","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1790, FN=0, Flags=.p....F.C"
"70466","377.429341","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1791, FN=0, Flags=.p....F.C"
"70467","377.429347","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1792, FN=0, Flags=.p....F.C"
"70468","377.429487","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1793, FN=0, Flags=.p....F.C"
"70469","377.429499","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1794, FN=0, Flags=.p....F.C"
"70471","377.431297","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1795, FN=0, Flags=.p....F.C"
"70472","377.431314","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1796, FN=0, Flags=.p....F.C"
"70473","377.431337","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1797, FN=0, Flags=.p....F.C"
"70474","377.431344","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1798, FN=0, Flags=.p....F.C"
"70475","377.431350","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1799, FN=0, Flags=.p....F.C"
"70476","377.431356","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1800, FN=0, Flags=.p....F.C"
"70477","377.431362","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1801, FN=0, Flags=.p....F.C"
"70478","377.431398","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1802, FN=0, Flags=.p....F.C"
"70479","377.431405","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1803, FN=0, Flags=.p....F.C"
"70480","377.431412","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1804, FN=0, Flags=.p....F.C"
"70481","377.431422","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1805, FN=0, Flags=.p....F.C"
"70482","377.431639","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1806, FN=0, Flags=.p....F.C"
"70483","377.431655","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1807, FN=0, Flags=.p....F.C"
"70487","377.431969","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2976, FN=0, Flags=.p.....TC"
"70488","377.431982","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","186","-33 dBm","802.11","QoS Data, SN=2977, FN=0, Flags=.p.....TC"
"70489","377.431989","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2978, FN=0, Flags=.p.....TC"
"70490","377.431995","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2979, FN=0, Flags=.p.....TC"
"70491","377.432002","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2980, FN=0, Flags=.p.....TC"
"70492","377.432006","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","185","-33 dBm","802.11","QoS Data, SN=2981, FN=0, Flags=.p.....TC"
"70495","377.434401","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1808, FN=0, Flags=.p....F.C"
"70496","377.435951","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1809, FN=0, Flags=.p....F.C"
"70497","377.435963","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1810, FN=0, Flags=.p....F.C"
"70498","377.435971","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1811, FN=0, Flags=.p....F.C"
"70499","377.435977","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1812, FN=0, Flags=.p....F.C"
"70500","377.435989","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1813, FN=0, Flags=.p....F.C"
"70501","377.435995","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1814, FN=0, Flags=.p....F.C"
"70502","377.436001","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1815, FN=0, Flags=.p....F.C"
"70503","377.436007","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1816, FN=0, Flags=.p....F.C"
"70504","377.436013","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1817, FN=0, Flags=.p....F.C"
"70505","377.436019","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1818, FN=0, Flags=.p....F.C"
"70506","377.436025","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1819, FN=0, Flags=.p....F.C"
"70507","377.436065","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1820, FN=0, Flags=.p....F.C"
"70509","377.437884","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1821, FN=0, Flags=.p....F.C"
"70510","377.437900","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1822, FN=0, Flags=.p....F.C"
"70511","377.437906","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1823, FN=0, Flags=.p....F.C"
"70512","377.437912","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1824, FN=0, Flags=.p....F.C"
"70513","377.437919","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1825, FN=0, Flags=.p....F.C"
"70514","377.437925","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1826, FN=0, Flags=.p....F.C"
"70515","377.437933","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1827, FN=0, Flags=.p....F.C"
"70516","377.437939","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1828, FN=0, Flags=.p....F.C"
"70517","377.437954","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1829, FN=0, Flags=.p....F.C"
"70518","377.437960","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1830, FN=0, Flags=.p....F.C"
"70519","377.438300","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1831, FN=0, Flags=.p....F.C"
"70520","377.438312","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1832, FN=0, Flags=.p....F.C"
"70521","377.438319","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1833, FN=0, Flags=.p....F.C"
"70523","377.440188","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1834, FN=0, Flags=.p....F.C"
"70524","377.440207","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1835, FN=0, Flags=.p....F.C"
"70525","377.440214","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1836, FN=0, Flags=.p....F.C"
"70526","377.440230","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1837, FN=0, Flags=.p....F.C"
"70527","377.440237","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1838, FN=0, Flags=.p....F.C"
"70528","377.440244","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1839, FN=0, Flags=.p....F.C"
"70529","377.440250","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1840, FN=0, Flags=.p....F.C"
"70530","377.440257","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1841, FN=0, Flags=.p....F.C"
"70531","377.440263","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1842, FN=0, Flags=.p....F.C"
"70532","377.440270","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1843, FN=0, Flags=.p....F.C"
"70533","377.440277","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1844, FN=0, Flags=.p....F.C"
"70534","377.440413","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1845, FN=0, Flags=.p....F.C"
"70535","377.440428","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1846, FN=0, Flags=.p....F.C"
"70537","377.442183","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1847, FN=0, Flags=.p....F.C"
"70538","377.442200","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1848, FN=0, Flags=.p....F.C"
"70539","377.442207","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1849, FN=0, Flags=.p....F.C"
"70540","377.442263","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1850, FN=0, Flags=.p....F.C"
"70541","377.442271","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1851, FN=0, Flags=.p....F.C"
"70542","377.442276","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1852, FN=0, Flags=.p....F.C"
"70543","377.442293","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1853, FN=0, Flags=.p....F.C"
"70544","377.442300","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1854, FN=0, Flags=.p....F.C"
"70545","377.442306","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1855, FN=0, Flags=.p....F.C"
"70546","377.442312","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1856, FN=0, Flags=.p....F.C"
"70547","377.442546","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1857, FN=0, Flags=.p....F.C"
"70548","377.442560","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1858, FN=0, Flags=.p....F.C"
"70549","377.442568","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1859, FN=0, Flags=.p....F.C"
"70553","377.443012","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2982, FN=0, Flags=.p.....TC"
"70554","377.443022","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2983, FN=0, Flags=.p.....TC"
"70555","377.443031","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","181","-33 dBm","802.11","QoS Data, SN=2984, FN=0, Flags=.p.....TC"
"70556","377.443038","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2985, FN=0, Flags=.p.....TC"
"70557","377.443044","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","236","-33 dBm","802.11","QoS Data, SN=2986, FN=0, Flags=.p.....TC"
"70558","377.443051","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","237","-33 dBm","802.11","QoS Data, SN=2987, FN=0, Flags=.p.....TC"
"70559","377.443057","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2988, FN=0, Flags=.p.....TC"
"70560","377.443061","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2989, FN=0, Flags=.p.....TC"
"70561","377.443068","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2990, FN=0, Flags=.p.....TC"
"70562","377.443074","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2991, FN=0, Flags=.p.....TC"
"70563","377.443081","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2992, FN=0, Flags=.p.....TC"
"70564","377.443084","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2993, FN=0, Flags=.p.....TC"
"70565","377.443091","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2994, FN=0, Flags=.p.....TC"
"70566","377.443094","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2995, FN=0, Flags=.p.....TC"
"70568","377.444893","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1860, FN=0, Flags=.p....F.C"
"70569","377.444922","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1861, FN=0, Flags=.p....F.C"
"70570","377.444929","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1862, FN=0, Flags=.p....F.C"
"70571","377.444936","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1863, FN=0, Flags=.p....F.C"
"70572","377.444943","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1864, FN=0, Flags=.p....F.C"
"70573","377.444949","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1865, FN=0, Flags=.p....F.C"
"70574","377.444956","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1866, FN=0, Flags=.p....F.C"
"70575","377.444963","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1867, FN=0, Flags=.p....F.C"
"70576","377.444970","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1868, FN=0, Flags=.p....F.C"
"70577","377.444981","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1869, FN=0, Flags=.p....F.C"
"70578","377.444988","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1870, FN=0, Flags=.p....F.C"
"70579","377.444995","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1871, FN=0, Flags=.p....F.C"
"70580","377.445057","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1872, FN=0, Flags=.p....F.C"
"70584","377.445250","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2996, FN=0, Flags=.p.....TC"
"70585","377.445312","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2997, FN=0, Flags=.p.....TC"
"70586","377.445317","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2998, FN=0, Flags=.p.....TC"
"70588","377.447115","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1873, FN=0, Flags=.p....F.C"
"70589","377.447133","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1874, FN=0, Flags=.p....F.C"
"70590","377.447141","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1875, FN=0, Flags=.p....F.C"
"70591","377.447148","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1876, FN=0, Flags=.p....F.C"
"70592","377.447185","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1877, FN=0, Flags=.p....F.C"
"70593","377.447192","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1878, FN=0, Flags=.p....F.C"
"70594","377.447199","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1879, FN=0, Flags=.p....F.C"
"70595","377.447205","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1880, FN=0, Flags=.p....F.C"
"70596","377.447212","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1881, FN=0, Flags=.p....F.C"
"70597","377.447219","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1882, FN=0, Flags=.p....F.C"
"70598","377.447225","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1883, FN=0, Flags=.p....F.C"
"70599","377.447392","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1884, FN=0, Flags=.p....F.C"
"70600","377.447412","","a4:42:3b:d2:f7:08","2676","-49 dBm","802.11","QoS Data, SN=1885, FN=0, Flags=.p....F.C"
"70604","377.447687","IntelCor_d2:f7:08","44:4e:6d:dc:3a:e4","182","-33 dBm","802.11","QoS Data, SN=2999, FN=0, Flags=.p.....TC"
